???"TABLE_NAME","NUM_ROWS","LAST_ANALYZED"
"ILM_APPOINTMENT_STATUS","8","2019-07-11 17:18:54"
"ASN_STATUS","8","2019-07-11 17:18:29"
"DT_CALCULATOR","8","2019-07-11 17:18:38"
"MIN_DENSITY_CALC_METHOD","8","2019-07-11 17:19:08"
"PICK_LOCN_DTL_BAK","7","2024-07-22 22:03:11"
"EXCEL_MESSAGE_TYPE","7","2019-07-11 17:18:42"
"STOP_STATUS","7","2019-07-11 17:19:33"
"PAYMENT_TERMS","7","2019-07-11 17:19:15"
"CL_DATA_TRANSFER","7","2019-07-12 22:01:24"
"CL_MESSAGE_STATUS","7","2019-07-11 17:18:32"
"Z_WZ_SERVICE_COST","7","2024-10-07 22:00:49"
"DOCUMENT_EVENT_TYPE","7","2019-07-11 17:18:37"
"DAY_OF_WEEK_CBO","7","2019-10-16 22:02:09"
"ASN_DETAIL_STATUS","7","2019-07-11 17:18:29"
"ILM_APPOINTMENT_TYPE","7","2019-07-11 17:18:54"
"WM_INVENTORY_BAK0509","7","2021-05-09 18:06:25"
"MESSAGE_BU_MAPPING","7","2019-07-11 17:19:06"
"Z_WZ_DICT","6","2024-08-02 22:00:18"
"Z_WZ_CAR_SOURCE","6","2024-08-01 22:00:12"
"RE_RULATR_BEHAVIOR","6","2019-07-11 17:19:23"
"RE_RULE_OBJ_TYPE","6","2019-07-11 17:19:23"
"RATE_TYPE","6","2019-07-11 17:19:22"
"EVENT_SEVERITY","6","2019-07-11 17:18:42"
"MIGRATE_FILTER_OBJECT","6","2019-07-11 17:19:08"
"SPL_RF_POSITION","6","2020-07-08 22:00:33"
"TRAVEL_PLAN_ACTIVITY_TYPE","6","2019-07-11 17:19:39"
"RTS_LINE_STATUS","6","2019-07-11 17:19:25"
"RTS_STATUS","6","2019-07-11 17:19:25"
"SO_FULLFILL_OPTION","6","2019-07-11 17:19:32"
"DATE_TYPE","6","2019-07-11 17:18:36"
"DAY_OF_WEEK_OCCURANCE_CBO","6","2019-10-16 22:02:09"
"SOA_MODULE_XSL","6","2019-07-11 17:19:31"
"E_SCHEDULER","6","2019-07-11 17:18:50"
"E_SUBSYSTEM","6","2019-07-11 17:18:51"
"VAL_TAG_TYPE","6","2019-07-11 17:19:41"
"ILM_APPT_CHARGE_BACK_CODES","6","2019-07-11 17:18:54"
"CREDIT_CARD_TYPE","6","2019-07-11 17:18:34"
"ORDER_STATUS","6","2019-07-11 17:19:13"
"SHIPPING_ACTION","6","2019-07-11 17:19:28"
"FILTER_FORMAT","6","2019-07-11 17:18:52"
"CNSTR_GRP","6","2019-07-11 17:18:33"
"THREAD_CONFIG","6","2019-08-06 22:00:59"
"SO_TYPE","6","2019-07-11 17:19:32"
"DSP_DISPATCH_TYPE","6","2019-07-11 17:18:38"
"STATEMENT_MASK_TYPE","6","2019-07-11 17:19:33"
"CUSTOM_PAGE_INFO","5","2021-05-01 18:09:16"
"DROPOFF_PICKUP","5","2019-07-11 17:18:38"
"CL_DATA_ENCODING","5","2019-07-11 17:18:31"
"APPOINTMENT_TYPE","5","2019-07-11 17:18:28"
"TPM_CONFIGURATION_DETAIL","5","2019-07-11 17:19:36"
"EVENT_CATEGORY","5","2019-07-11 17:18:42"
"JOIN_TYPE","5","2019-07-11 17:19:00"
"CUSTOMIZE_VIEW_TYPE","5","2019-07-11 17:18:34"
"SPL_FND_PARTY_FILE","5","2021-02-08 22:00:33"
"THEME_DATA","5","2019-07-11 17:19:36"
"RS_TYPE","5","2019-07-11 17:19:24"
"SOA_FILTER_CATEGORY","5","2019-07-11 17:19:30"
"DOCUMENT_STATUS","5","2019-07-11 17:18:37"
"WHSE_ENGINE_CONFIG","5","2019-07-11 17:19:42"
"ENGINE_INPUT_PARM","5","2019-07-11 17:18:39"
"ENGINE_LOG_PARM","5","2019-07-11 17:18:39"
"ENGINE_OUTPUT_PARM","5","2019-07-11 17:18:39"
"E_SIMULATION_METRIC","5","2019-07-11 17:18:50"
"INT_ALLOC_LOCK_CODES","5","2024-08-06 22:00:50"
"POD_REASON_CODE","5","2019-07-11 17:19:18"
"CREATION_TYPE","5","2019-07-11 17:18:34"
"ILM_ANCHOR_TYPES","5","2019-07-11 17:18:54"
"ILM_TASK_TYPES","5","2019-07-11 17:18:55"
"LPN_TYPE","5","2019-07-11 17:19:05"
"IMPORT_FORMAT_PREFS","5","2019-07-11 17:18:56"
"APPT_UPLOAD_TYPE","5","2019-07-11 17:18:28"
"SR_FUNCTION","5","2019-07-11 17:19:32"
"JMS_USERS","5","2019-07-11 17:19:00"
"LRF_PRT_QUEUE_DEST","4","2019-10-06 18:03:20"
"C_GSP_NBR_TRKG_BAK","4","2021-08-04 8:57:06"
"THEME_RESOURCE_TYPE","4","2019-07-11 17:19:36"
"ILS_PRODUCT_TYPE","4","2019-07-11 17:18:55"
"STORE_TYPE","4","2019-07-11 17:19:34"
"RATING_LEVELS","4","2019-07-11 17:19:22"
"CL_PRIORITY","4","2019-07-11 17:18:32"
"LEMA_RULE_CONF_RES_ATTR","4","2019-07-11 17:19:02"
"REACT_HANDLER","4","2019-07-11 17:19:22"
"SCHEDULER_EVENT_TYPE","4","2019-07-11 17:19:26"
"SPL_DSP_LOCN","4","2022-08-11 22:00:30"
"SPL_SYS_NUMBER_PART","4","2026-05-16 6:00:17"
"DWM_WORK_TYPE_CONFIG","4","2019-07-11 17:18:38"
"SPL_GSP_EXPORT_IN_DATA","4","2020-06-16 22:00:13"
"LRF_PRT_Q_TYPES","4","2019-07-11 17:19:05"
"SO_LN_FULFILL_OPTION","4","2019-07-11 17:19:32"
"MO_AUTO_CREATE_METHOD","4","2019-07-11 17:19:09"
"SOA_MODULE_CATEGORY","4","2019-07-11 17:19:30"
"CFMF_STATUS","4","2019-07-11 17:18:30"
"CHANNEL_TYPE","4","2019-07-11 17:18:31"
"CLAIM_CATEGORY","4","2019-07-11 17:18:31"
"MASTER_ORDER_STATUS","4","2019-07-11 17:19:06"
"COMMENT_TYPE","4","2019-07-11 17:18:33"
"PUTWY_TYPE_PRTY","4","2024-08-05 22:00:22"
"E_SHIFT","4","2019-07-11 17:18:50"
"E_INTERFACE","4","2019-07-11 17:18:46"
"ASN_COMMUNICATION_METHOD","4","2019-07-11 17:18:29"
"INV_ENTRY_TYPE","4","2019-07-11 17:18:58"
"APPT_UPLOAD_STATUS","4","2019-07-11 17:18:28"
"SO_STATUS","4","2019-07-11 17:19:32"
"TIME_FEAS_CALC","4","2019-07-11 17:19:36"
"DRIVER_SCHED_EXC_TYPE","4","2019-07-11 17:18:38"
"ILM_APPT_OBJ_TYPE","4","2019-07-11 17:18:55"
"EQUIP_INST_SCHED_TYPE","4","2019-07-11 17:18:39"
"LRF_PRT_QUEUE_SERVICE","4","2020-06-18 22:01:13"
"MOVEMENT_OPTION","3","2019-07-11 17:19:08"
"C_QI_INSPECTION_BAK0707","3","2021-11-29 22:02:02"
"CL_CONTROL_FILE_FORMAT","3","2019-07-11 17:18:31"
"THEME_CUSTOM_USER_TYPE","3","2019-07-11 17:19:36"
"THEME_REPOSITORY_TYPE","3","2019-07-11 17:19:36"
"THEME_TYPE","3","2019-07-11 17:19:36"
"HANDLER","3","2019-07-11 17:18:53"
"FILTER_SCREEN_TYPE","3","2019-07-11 17:18:53"
"RE_RULATR_CAT_OPER","3","2019-07-11 17:19:23"
"TPM_CONFIGURATION","3","2019-07-11 17:19:36"
"TRANS_RESP_CODE","3","2019-07-11 17:19:37"
"PURCHASE_ORDERS_TYPE","3","2019-07-11 17:19:21"
"RESOURCE_BID_STATUS","3","2019-07-11 17:19:23"
"CL_SOURCE_FILE_OPTION","3","2019-07-11 17:18:32"
"BINDING_TYPE","3","2019-07-11 17:18:29"
"CL_FRAMING_STYLE","3","2019-07-11 17:18:32"
"CL_HEARTBEAT_TYPE","3","2019-07-11 17:18:32"
"SPL_PS_CONFIG","3","2020-06-30 22:00:37"
"REPORT_DEF","3","2019-07-11 17:19:22"
"URI_TYPE","3","2019-07-11 17:19:40"
"SPL_QUALITY_RULE","3","2021-01-18 22:00:35"
"SCHEDULE_B_CHAPTER","3","2019-07-11 17:19:26"
"WHSE_PARAMETERS","3","2024-08-04 22:02:19"
"NOTE_TYPE","3","2019-07-11 17:19:10"
"FULFILL_MODE","3","2019-07-11 17:18:53"
"DOCUMENT_GENERATOR_TYPE","3","2019-07-11 17:18:37"
"DOC_STATUS","3","2019-07-11 17:18:37"
"EXTERNAL_RESOURCE_TYPE","3","2019-07-11 17:18:42"
"SOA_MODULE_JAVA_MAIN","3","2019-07-11 17:19:30"
"ERROR_TYPE","3","2019-07-11 17:18:42"
"LOADING_TYPE","3","2019-07-11 17:19:03"
"LOAD_TYPE","3","2019-07-11 17:19:03"
"LOCK_STATUS","3","2019-07-11 17:19:03"
"DELIVERY_CHANNEL","3","2019-07-11 17:18:36"
"DELIVERY_REQ","3","2019-07-11 17:18:36"
"WHSE_MASTER","3","2025-06-24 22:04:25"
"E_EMP_STAT_CODE","3","2019-07-11 17:18:45"
"E_DEPT","3","2019-07-11 17:18:44"
"COST_TYPE_CBO","3","2019-10-16 22:02:09"
"ILM_APPOINTMENT_CREATION_TYPE","3","2019-07-11 17:18:54"
"E_OBS_COACH","3","2019-07-11 17:18:47"
"BOOKING_ACTION","3","2019-07-11 17:18:30"
"E_OBS_INT","3","2019-07-11 17:18:47"
"ASN_LEVEL","3","2019-07-11 17:18:29"
"ASN_TYPE","3","2019-07-11 17:18:29"
"PADDING_TYPE","3","2019-07-11 17:19:14"
"SHIPMENT_TYPE","3","2019-07-11 17:19:28"
"HIERARCHY_LEVELS","3","2019-07-11 17:18:54"
"HIERARCHY_TYPES","3","2019-07-11 17:18:54"
"ILM_REQUESTOR_TYPE","3","2019-07-11 17:18:55"
"FORECAST","3","2019-07-11 17:18:53"
"CONS_RUN_DTL_TYPE","3","2019-07-11 17:18:34"
"SO_OPERATION_STATUS","3","2019-07-11 17:19:32"
"SO_PRIORITY","3","2019-07-11 17:19:32"
"SUFFIX","3","2019-07-11 17:19:34"
"SLOT_LIST_TREE","2","2019-07-11 17:19:28"
"BASIC_QUARTZ_CONFIG","2","2019-09-02 22:00:12"
"SR_DRILL_DN_ACT","2","2019-07-11 17:19:32"
"SR_LAYOUT_HEADER","2","2019-07-11 17:19:33"
"SR_OBJECT_TYPE","2","2019-07-11 17:19:33"
"XML_TRANSLATOR_TYPE","2","2019-07-11 17:19:46"
"EQUIPMENT_OVERFLOW","2","2019-07-11 17:18:39"
"WM_INVENTORY_BACK20230922","2","2024-07-22 22:00:08"
"Z_WZ_ITEM_CONVER","2","2026-04-13 22:00:13"
"A_IN_EXCEL","2","2025-06-24 22:00:21"
"A_IN_EXCEL_WHSE","2","2025-06-24 22:00:22"
"CUSTOM_DISPLAY_OPT_TABLES","2","2019-07-11 17:18:35"
"CL_ENDPOINT","2","2022-09-06 22:00:19"
"CL_ENDPOINT_EXT","2","2021-11-05 22:00:12"
"LRF_PRT_QUEUE","2","2019-10-06 18:03:18"
"CL_CONNECT_MODE","2","2019-07-11 17:18:31"
"CL_CONNECT_WHEN","2","2019-07-11 17:18:31"
"CL_CONTROL_FILE_OPTION","2","2019-07-11 17:18:31"
"CL_CONVERSATION","2","2021-11-05 22:00:12"
"CL_DATA_FORMAT","2","2019-07-11 17:18:31"
"TRACKING_VENDORS","2","2019-10-16 22:02:09"
"CL_CLUSTER","2","2019-08-07 22:00:38"
"ILS_OBJECT_TYPE","2","2019-07-11 17:18:55"
"FILTER_DETAIL","2","2021-01-15 22:01:29"
"SUBSTITUTION_TYPE","2","2019-07-11 17:19:34"
"SUPPLY_STATUS","2","2019-07-11 17:19:34"
"PRIORITY_TYPE","2","2019-07-11 17:19:19"
"CL_PROTOCOL","2","2019-07-11 17:18:32"
"CL_SERVER_TYPE","2","2019-07-11 17:18:32"
"CL_SIZE_ENCODING","2","2019-07-11 17:18:32"
"CL_SIZE_SCOPE","2","2019-07-11 17:18:32"
"CL_STATUS","2","2019-07-11 17:18:32"
"CL_TRANSFER_TYPE","2","2019-07-11 17:18:32"
"CL_DIRECTION","2","2019-07-11 17:18:31"
"CL_DISCONNECT_WHEN","2","2019-07-11 17:18:31"
"CL_ENABLE_OPTION","2","2019-07-11 17:18:31"
"CL_FTP_CONNECT_MODE","2","2019-07-11 17:18:32"
"CL_MACHINE_XREF","2","2021-11-05 22:00:12"
"SCREEN_TYPE","2","2021-01-15 22:00:41"
"P_GOODSOWNER_SEND","2","2024-10-25 22:00:29"
"SPL_SYS_NUMBER","2","2025-02-09 6:00:27"
"CL_FAILOVER_TRACKING","2","2026-03-09 22:00:15"
"CL_PROTOCOL_TCP","2","2021-11-05 22:00:12"
"CL_SERVER_CONFIG","2","2021-04-20 22:00:14"
"LRF_PRT_REQUESTOR","2","2019-10-06 18:03:20"
"LRF_SERVER_CONFIG","2","2019-10-06 18:03:20"
"STCC_CHAPTER","2","2019-07-11 17:19:33"
"RESTRICTION_OBJECT","2","2019-07-11 17:19:23"
"MO_EXECUTION_STATUS","2","2019-07-11 17:19:09"
"SOA_FILTER_CATEGORY_XREF","2","2019-07-11 17:19:30"
"SOA_LISTENER","2","2019-07-11 17:19:30"
"DOCK_RATE_TYPE","2","2019-07-11 17:18:36"
"DOCUMENT_FORMAT_TYPE","2","2019-07-11 17:18:37"
"JMS_PROVIDER_INFO","2","2019-07-11 17:19:00"
"CLAIM_CLASSIFICATION","2","2019-07-11 17:18:31"
"ISSUE_STATUS","2","2019-07-11 17:18:58"
"DELIVERY_AREA_SURCHARGE_TYPE","2","2019-07-11 17:18:36"
"DELIVERY_METHOD","2","2019-07-11 17:18:36"
"DIRECTION","2","2019-07-11 17:18:36"
"CONDITION_TYPE","2","2019-07-11 17:18:33"
"MHE_PARM_HDR","2","2019-08-06 22:00:20"
"ILM_LOAD_POSITION","2","2019-07-11 17:18:55"
"TREE_DTL","2","2019-07-11 17:19:39"
"USER_PROFILE_XREF","2","2019-07-11 17:19:40"
"USER_RANGE_XREF","2","2019-07-11 17:19:40"
"ONTIME_PERF_METHOD","2","2019-07-11 17:19:11"
"LPN_SHIPPABLE_TYPE","2","2019-07-11 17:19:04"
"SO_USER_MASTER","2","2019-07-11 17:19:32"
"FREQUENCY_TYPE","2","2019-07-11 17:18:53"
"WHPREFS","2","2019-07-11 17:19:42"
"WHSE_IMPORT_PREFS","2","2019-07-11 17:19:43"
"CNTR_TYPE","2","2024-08-06 22:00:15"
"SITC_CHAPTER","2","2019-07-11 17:19:28"
"OBJECT_VALIDATION_SCRIPT","2","2019-07-11 17:19:10"
"SCRIPT","2","2019-07-11 17:19:26"
"SCRIPT_PAYLOAD","2","2019-07-11 17:19:26"
"PROFILE_MASTER","1","2019-07-11 17:19:20"
"Z_WZ_CAR_MILEAGE_SUMMARY","1","2025-06-19 22:15:33"
"LRF_LISTENER_CONFIG","1","2019-07-29 22:01:24"
"EXE_NOTIFICATION_TYPES","1","2019-07-11 17:18:42"
"FILTER","1","2020-06-19 22:00:08"
"FILTER_FROM_CLAUSE","1","2019-07-11 17:18:52"
"FILTER_GROUP_DEFINITION","1","2020-06-19 22:00:09"
"RE_MODULE_TYPE","1","2019-07-11 17:19:23"
"SPL_ASN_DTL","1","2019-10-09 22:00:13"
"THEME_MANAGER","1","2021-05-27 22:00:14"
"XPREFERENCES","1","2024-11-07 22:00:15"
"CL_EVENT_PUBLICATION","1","2019-11-21 22:00:25"
"CL_INTERCEPTOR","1","2019-07-11 17:18:32"
"CL_MACHINE","1","2019-11-21 22:00:25"
"SO_LOGGER_FACTORY","1","2019-07-11 17:19:32"
"CL_SEQUENCE","1","2021-01-18 22:00:11"
"LRF_SERVER","1","2019-09-27 22:00:24"
"MSG_PROCESS_CONFIG","1","2021-05-08 22:05:27"
"SUBSTITUTION_LEVEL","1","2019-07-11 17:19:34"
"SEC_USER","1","2019-07-11 17:19:26"
"SERVER_MASTER","1","2019-07-11 17:19:26"
"SOA_LISTENER_RESOURCEMAPPING","1","2019-07-11 17:19:30"
"PO_TERMS","1","2019-09-26 22:00:13"
"SOA_PROXY","1","2019-07-11 17:19:31"
"WHSE_LABOR_PARAMETERS","1","2021-11-17 22:05:42"
"WHSE_PAY","1","2019-07-11 17:19:44"
"E_EMP_DTL","1","2019-07-29 22:01:24"
"MHE_CONFIG","1","2019-08-09 22:00:39"
"E_OBS_EMAIL_TEMPL","1","2019-07-11 17:18:47"
"VERSION_INFO","1","2019-07-11 17:19:41"
"DISTRIB_LIST_MEMBER","1","2019-09-19 22:00:06"
"ENTERPRISE_MASTER","1","2019-07-11 17:18:39"
"VOCOLLECT_PARM","1","2019-08-06 22:00:59"
"HIERARCHY_DEFINITIONS","1","2019-07-11 17:18:54"
"PO_TERMS_BUSINESS_PARTNER_MAP","1","2019-09-26 22:00:13"
"PO_TERMS_LEGAL_TEXT","1","2019-09-26 22:00:13"
"WHSE_SERVER","1","2019-07-11 17:19:44"
"FUEL_FEED_URL_MAP","1","2019-07-11 17:18:53"
"COMPANY_OPT_ENGINE","1","2019-07-11 17:18:33"
"OPT_ENGINE_TYPE","1","2019-07-11 17:19:11"
"OPT_PARAM_LIST","1","2019-07-11 17:19:11"
"LPN_LOCK_BAK1210","1","2021-12-10 19:09:34"
"ASN_DETAIL_GS1","1","2023-10-12 15:52:31"
"CL_ENDPOINT_STATUS_DETAIL","1","2022-09-07 22:00:06"
