"   ","TABLE_NAME","CONSTRAINT_NAME","CONSTRAINT_TYPE","COLUMN_NAME","POSITION"
"1","ABW_ANALYSIS_RESULTS","PK_ABW_ANALYSIS_RESULTS","P","ABW_ANALYSIS_RESULTS_ID","1"
"2","ABW_CREATE_AISLE","PK_ABW_CREATE_AISLE","P","ABW_CREATE_AISLE_DTL_ID","1"
"3","ABW_CREATE_AISLE_HDR","PK_ABW_CREATE_AISLE_HDR","P","ABW_CREATE_AISLE_ID","1"
"4","ACCEPTANCE_STATUS","ACCEP_STATUS_PK","P","ACCEPTANCE_STATUS","1"
"5","ACCESSORIAL","ACCESSORIAL_PK","P","ACCESSORIAL_ID","1"
"6","ACCESSORIAL_PARAM_SET_ERRORS","ACC_PRM_SET_ERR_PK","P","ACCESSORIAL_PARAM_SET_ERROR","1"
"7","ACTION_TYPE","ACTION_TYPE_PK","P","ACTION_TYPE","1"
"8","ACTIVITY_TYPE","ACTIVITY_TYPE_PK","P","ACTIVITY_TYPE_ID","1"
"9","ADJUSTMENT_REASON_CONFIG","ADJUSTMENT_REASON_CONFIG_PK","P","ADJUSTMENT_REASON_CONFIG_ID","1"
"10","AI_MASTER","PK_AI_MASTER","P","AI_MASTER_ID","1"
"11","AI_MASTER","UK_AI_MASTER","U","AI","1"
"12","AI_TRAN_CONFIG","PK_AI_TRAN_CONFIG","P","AI_TRAN_CONFIG_ID","1"
"13","AI_TRAN_CONFIG","UK_AI_TRAN_CONFIG","U","TRAN_GRP","1"
"14","AI_TRAN_CONFIG","UK_AI_TRAN_CONFIG","U","AI","2"
"15","ALLOC_INVN_DTL","PK_ALLOC_INVN_DTL","P","ALLOC_INVN_DTL_ID","1"
"16","ALLOC_PARM","PK_ALLOC_PARM","P","ALLOC_PARM_ID","1"
"17","APPLICATION_CONFIGURATION","APP_CONFIG_PK","P","KEY","1"
"18","APPLICATION_CONFIGURATION","APP_CONFIG_PK","P","APPLY_TO_SERVER","2"
"19","APPOINTMENT_REPORT","APPOINTMENT_REPORT_PK","P","APPOINTMENT_REPORT_ID","1"
"20","APPOINTMENT_TYPE","APPT_TYPE_PK","P","APPOINTMENT_TYPE","1"
"21","APPT_OBJECT_FEASIBLE_APPT","APPT_OBJECT_FEASIBLE_APPT_PK","P","APPT_OBJECT_PK_ID","1"
"22","APPT_OBJECT_INFEASIBLE_APPT","APPT_OBJECT_INFEASIBLE_APPT_PK","P","APPT_OBJECT_PK_ID","1"
"23","APPT_OBJECT_PK","APPT_OBJECT_PK_PK","P","APPT_OBJECT_PK_ID","1"
"24","APPT_OBJECT_SLOT_GROUP_SLOT","APPT_OBJECT_SLOT_GROUP_SLOT_PK","P","APPT_OBJECT_PK_ID","1"
"25","APPT_SETUP_UPLOAD","APPT_SETUP_UPLOAD_PK","P","APPT_SETUP_UPLOAD_ID","1"
"26","APPT_UPLOAD_STATUS","APPT_UPLOAD_STATUS_UX","U","APPT_UPLOAD_STATUS","1"
"27","APPT_UPLOAD_TYPE","APPT_UPLOAD_TYPE_UX","U","APPT_UPLOAD_TYPE","1"
"28","APP_SERVER_STATUS","APP_SERVER_STATUS_PK","P","APP_INST_SHORT_NAME","1"
"29","AP_ALERT","AP_ALERT_PK","P","ALERT_ID","1"
"30","AP_ALERT_ACTIVITY_DETAILS","AP_ALERT_DTS_PK","P","ALERT_ACTIVITY_ID","1"
"31","AP_ALERT_ARGS","AP_ALERT_ARGS_PK","P","ALERT_ID","1"
"32","AP_ALERT_ARGS","AP_ALERT_ARGS_PK","P","ALERT_GLOBALIZATION_ID","2"
"33","AP_ALERT_ARGS","AP_ALERT_ARGS_PK","P","ARG_SEQ_NBR","3"
"34","AP_ALERT_DEF","AP_ALERT_DEF_PK","P","ALERT_DEF_ID","1"
"35","AP_ALERT_DEF_LCLZD_MSG","AP_LCLZD_PK","P","ALERT_DEF_ID","1"
"36","AP_ALERT_DEF_LCLZD_MSG","AP_LCLZD_PK","P","LOCALE_CODE","2"
"37","AP_ALERT_DEF_NOTIFICATION","AP_ALRT_DEF_NOTI_PK","P","ALERT_DEF_ID","1"
"38","AP_ALERT_DEF_USER_GROUP_MAP","AP_ALERT_USR_PK","P","ALERT_DEF_ID","1"
"39","AP_ALERT_DEF_USER_GROUP_MAP","AP_ALERT_USR_PK","P","USER_GROUP","2"
"40","AP_ALERT_ESCALATION_DETAILS","APALERTED_PK","P","ALERT_ACTIVITY_ID","1"
"41","AP_ALERT_ESCALATION_DETAILS","APALERTED_PK","P","ALERT_ID","2"
"42","AP_ALERT_ESCALATION_DETAILS","APALERTED_PK","P","ALERT_ESCALATION_ID","3"
"43","AP_ALERT_ESCALATION_DETAILS","APALERTED_PK","P","USER_ID","4"
"44","AP_ALERT_OBJECTS","AP_ALERT_OBJ_PK","P","ALERT_ID","1"
"45","AP_ALERT_OBJECTS","AP_ALERT_OBJ_PK","P","OBJECT_ID","2"
"46","AP_ALERT_OBJECTS","AP_ALERT_OBJ_PK","P","OBJECT_TYPE","3"
"47","AP_SYSTEM_ALERT_DEF","APSYSALERTDEF_PK","P","SYSTEM_ALERT_DEF_ID","1"
"48","AR_ACCT","PK_AR_ACCT","P","AR_ACCT_ID","1"
"49","AR_ACCT","UK_AR_ACCT","U","ACCT_RCVBL_ACCT_NBR","1"
"50","AR_ACCT","UK_AR_ACCT","U","FACILITY_ID","2"
"51","AR_ACCT","UK_AR_ACCT","U","TC_COMPANY_ID","3"
"52","AR_ACCT_DTL","PK_AR_ACCT_DTL","P","AR_ACCT_DTL_ID","1"
"53","ASN","ASN_PK","P","ASN_ID","1"
"54","ASN_ATTRIBUTE","ASN_ATTRIBUTE_PK","P","ASN_ID","1"
"55","ASN_ATTRIBUTE","ASN_ATTRIBUTE_PK","P","ATTRIBUTE_NAME","2"
"56","ASN_ATTRIBUTE","ASN_ATTRIBUTE_PK","P","ATTRIBUTE_SEQ","3"
"57","ASN_COMMUNICATION_METHOD","ASN_COMM_PK","P","ASN_COMMUNICATION_METHOD","1"
"58","ASN_DETAIL","ASN_DETAIL_PK","P","ASN_ID","1"
"59","ASN_DETAIL","ASN_DETAIL_PK","P","ASN_DETAIL_ID","2"
"60","ASN_DETAIL_ATTRIBUTE","ASN_DT_ATTRIB_PK","P","ASN_ID","1"
"61","ASN_DETAIL_ATTRIBUTE","ASN_DT_ATTRIB_PK","P","ASN_DETAIL_ID","2"
"62","ASN_DETAIL_ATTRIBUTE","ASN_DT_ATTRIB_PK","P","ATTRIBUTE_NAME","3"
"63","ASN_DETAIL_ATTRIBUTE","ASN_DT_ATTRIB_PK","P","ATTRIBUTE_SEQ","4"
"64","ASN_DETAIL_REF","ASN_DETAIL_REF_PK","P","ASN_ID","1"
"65","ASN_DETAIL_REF","ASN_DETAIL_REF_PK","P","ASN_DETAIL_ID","2"
"66","ASN_DETAIL_STATUS","ASN_DT_STATUS_PK","P","ASN_DETAIL_STATUS","1"
"67","ASN_EVENT","ASN_EVENT_PK","P","ASN_EVENT_ID","1"
"68","ASN_EVENT","ASN_EVENT_PK","P","ASN_ID","2"
"69","ASN_LEVEL","ASN_LEVEL_PK","P","ASN_LEVEL","1"
"70","ASN_NOTE","ASN_NOTE_PK","P","ASN_ID","1"
"71","ASN_NOTE","ASN_NOTE_PK","P","NOTE_ID","2"
"72","ASN_RECEIVED_CODES","PK_ASN_RECEIVED_CODES","P","SHPMT_NBR","1"
"73","ASN_REF","ASN_REF_PK","P","ASN_ID","1"
"74","ASN_SEAL_NUMBER","ASN_SEAL_NUMBER_PK","P","ASN_ID","1"
"75","ASN_SEAL_NUMBER","ASN_SEAL_NUMBER_PK","P","SEAL_ID","2"
"76","ASN_STATUS","ASN_STATUS_PK","P","ASN_STATUS","1"
"77","ASN_TYPE","ASN_TYPE_PK","P","ASN_TYPE","1"
"78","ASN_UNIT_DETAIL","ASN_UNIT_DETAIL_PK","P","ASN_UNIT_ID","1"
"79","AUDIT_FIELD_NAME","AUDIT_FIELD_NAME_PK","P","AUDIT_FIELD_NAME","1"
"80","AUTOMATION","PK_AUTOMATION","P","AUTO_ID","1"
"81","AUTO_CREATE_RULE","AUTO_CRT_PK","P","AUTO_CREATE_ID","1"
"82","BASE_ACTIVITY_TYPE","BASE_ACT_PL","P","BASE_ACTIVITY_TYPE_ID","1"
"83","BASE_DATA_DELTA","BASE_DATA_DELTA_PK","P","BASE_DATA_DELTA_ID","1"
"84","BASIC_QUARTZ_CONFIG","SYS_C0063290","P","JOB_KEY","1"
"85","BATCH_HIST_SHIP","PK_BATCH_HIST_SHIP","P","BATCH_HIST_SHIP_ID","1"
"86","BATCH_HIST_STAT","PK_BATCH_HIST_STAT","P","BATCH_HIST_STAT_ID","1"
"87","BATCH_HIST_WORK_ORD","PK_BATCH_HIST_WORK_ORD","P","BATCH_HIST_WORK_ORD_ID","1"
"88","BATCH_MASTER","PK_BATCH_MASTER","P","BATCH_MASTER_ID","1"
"89","BATCH_MASTER","UK_BATCH_MASTER","U","BATCH_NBR","1"
"90","BATCH_MASTER","UK_BATCH_MASTER","U","ITEM_ID","2"
"91","BAY_TYPES","PK_BAY_TYPES","P","BAY_TYPE_ID","1"
"92","BAY_TYPE_LEVEL","PK_BAY_TYPE_LEVEL","P","BAY_TYPE_LEVEL_ID","1"
"93","BEAN_VALIDATOR","BEAN_VALIDTR_PK","P","BEAN_VALIDATOR_ID","1"
"94","BEAN_VALIDATOR","BEAN_VALIDTR_UK","U","SCOPE","1"
"95","BEAN_VALIDATOR","BEAN_VALIDTR_UK","U","CONTEXT","2"
"96","BINDING_DETAILS","BINDING_DETAILS_PK","P","BINDING_DETAILS_ID","1"
"97","BINDING_TYPE","BINDING_TYPE_PK","P","BINDING_TYPE_ID","1"
"98","BINDING_TYPE","BINDING_TYPE_UK","U","TYPE_NAME","1"
"99","BINS","PK_BINS","P","BIN_ID","1"
"100","BIN_XREF","PK_BIN_XREF","P","BINXREF_ID","1"
"101","BOL_OUTPT_CARR_INFO","PK_BOL_OUTPT_CARR_INFO_ID","P","BOL_OUTPT_CARR_INFO_ID","1"
"102","BOL_OUTPT_SHPMT_ATTR","PK_BOL_OUTPT_SHPMT_ATTR","P","RUN_ID","1"
"103","BOL_OUTPT_STOP_ATTR","PK_BOL_OUTPT_STOP_ATTR","P","RUN_ID","1"
"104","BOL_OUTPT_STOP_ATTR","PK_BOL_OUTPT_STOP_ATTR","P","STOP_SEQ","2"
"105","BOOKING_ACTION","BOOKING_ACTION_PK","P","BOOKING_ACTION","1"
"106","BORROWING","PK_BORROWING","P","BORROWING_ID","1"
"107","BP_RESTRICTION","BP_REST_PK","P","TC_COMPANY_ID","1"
"108","BP_RESTRICTION","BP_REST_PK","P","BUSINESS_PARTNER_ID","2"
"109","BP_RESTRICTION","BP_REST_PK","P","RES_ATTRIBUTE_ID","3"
"110","BRCD_STRUCT","PK_BRCD_STRUCT","P","BRCD_STRUCT_ID","1"
"111","BRCD_STRUCT","UK_BRCD_STRUCT","U","BRCD_TYPE","1"
"112","BRCD_STRUCT","UK_BRCD_STRUCT","U","BRCD_LEN","2"
"113","BRCD_STRUCT","UK_BRCD_STRUCT","U","SEQ_NBR","3"
"114","BROKEN_CONSTRAINTS","PK_BRKN_CONS_LGL_FT_RSN","P","LEGAL_FIT_REASON","1"
"115","BR_ADDL_ITEMS","PK_BR_ADDL_ITEMS","P","BR_ADDL_ITEMS_ID","1"
"116","BR_DETAIL","PK_BR_DETAIL","P","BR_DTL_ID","1"
"117","BR_HEADER","PK_BR_HEADER","P","BR_HDR_ID","1"
"118","BR_TARGET","PK_BR_TARGET","P","BR_TARGET_ID","1"
"119","BUNDLE_META_DATA","BUNDLE_META_DATA_PK","P","BUNDLE_META_DATA_ID","1"
"120","BUNDLE_META_DATA","BUNDLE_META_DATA_UX1","U","BUNDLE_NAME","1"
"121","BUSINESS_GROUP","BUSINESS_GRP_PK","P","BUSINESS_GROUP_ID","1"
"122","BUSINESS_ORDER_MAPPING","BUSINESS_ORDER_MAPPING_PK","P","BUSINESS_ORDER_MAPPING_ID","1"
"123","CALENDAR_DTL","CALENDAR_DTL_PK","P","CALENDAR_ID","1"
"124","CALENDAR_DTL","CALENDAR_DTL_PK","P","CALENDAR_DTL_ID","2"
"125","CALLOUT_EVENT","CALLOUT_EVENT_PK","P","CALLOUT_EVENT_ID","1"
"126","CALLOUT_EVENT","CALLOUT_EVENT_UK1","U","EVENT_NAME","1"
"127","CALLOUT_EVENT","CALLOUT_EVENT_UK2","U","EVENT_CLASS_NAME","1"
"128","CALLOUT_MAPPING","CALLOUT_MAPPING_PK","P","CALLOUT_MAPPING_ID","1"
"129","CALLOUT_MAPPING","CALLOUT_MAPPING_UK1","U","CALLOUT_EVENT_ID","1"
"130","CALLOUT_MAPPING","CALLOUT_MAPPING_UK1","U","FACILITY_ID","2"
"131","CALLOUT_MAPPING","CALLOUT_MAPPING_UK1","U","COMPANY_ID","3"
"132","CALLOUT_SCRIPT","CALLOUT_SCRIPT_PK","P","CALLOUT_SCRIPT_ID","1"
"133","CALLOUT_SCRIPT","CALLOUT_SCRIPT_UK1","U","SCRIPT_NAME","1"
"134","CARRIER_BILLING_METHODS","CARR_BILL_MTHD_PK","P","BILLING_METHOD","1"
"135","CARRIER_BILLING_METHODS","CARR_BILL_MTHD_PK","P","CARRIER_ID","2"
"136","CARRIER_CODE_NOTE","CARRIER_CNOTE_PK","P","CARRIER_ID","1"
"137","CARRIER_CODE_NOTE","CARRIER_CNOTE_PK","P","NOTE_SEQ","2"
"138","CARRIER_INVOICE_MASK","CARRIER_IMASK_PK","P","CARRIER_ID","1"
"139","CARRIER_INVOICE_MASK","CARRIER_IMASK_PK","P","CARR_INV_MASK_ID","2"
"140","CARRIER_RGLANE_REJECT","CARRIER_RGLANE_REJECT_PK","P","CAR_RG_REG_ID","1"
"141","CART_PLAN","PK_CART_PLAN","P","CART_PLAN_ID","1"
"142","CASE_LOCN_FIT","PK_CASE_LOCN_FIT","P","CASE_LOCN_FIT_ID","1"
"143","CATEGORY","PK_CATEGORY","P","CAT_ID","1"
"144","CAT_CODE","PK_CAT_CODE","P","CAT_CODE_ID","1"
"145","CD_MASTER","PK_CD_MASTER","P","CD_MASTER_ID","1"
"146","CD_MASTER_DTL","PK_CD_MASTER_DTL","P","CD_MASTER_DTL_ID","1"
"147","CFMF_STATUS","CFMF_STATUS_PK","P","CFMF_STATUS","1"
"148","CHANNEL_TYPE","CHANNEL_TYPE_PK1","P","CHANNEL_TYPE","1"
"149","CHECK_DIGIT_TYPE","CHECK_DTYPE_PK","P","CHECK_DIGIT_TYPE","1"
"150","CHUTE_ASSIGN_PRTY","PK_CHUTE_ASSIGN_PRTY","P","CHUTE_ASSIGN_PRTY_ID","1"
"151","CHUTE_ASSIGN_PRTY","UK_CHUTE_ASGN_PRTY_CHT_PRTY_ID","U","CHUTE_PRTY_ID","1"
"152","CHUTE_MASTER","PK_CHUTE_MASTER","P","CHUTE_MASTER_ID","1"
"153","CHUTE_MASTER","UK_CHUTE_MASTER","U","WHSE","1"
"154","CHUTE_MASTER","UK_CHUTE_MASTER","U","CHUTE_ID","2"
"155","CLAIM_ACTION_CODE","CLAIM_ACODE_PK","P","CLAIM_ACTION_CODE","1"
"156","CLAIM_ACTION_CODE","CLAIM_ACODE_PK","P","CLAIM_ACTION_TYPE","2"
"157","CLAIM_ACTION_CODE","CLAIM_ACODE_PK","P","TC_COMPANY_ID","3"
"158","CLAIM_ACTION_TYPE","CLAIM_ACTIONT_PK","P","CLAIM_ACTION_TYPE","1"
"159","CLAIM_CATEGORY","CLAIM_CATEGORY_PK","P","CLAIM_CATEGORY","1"
"160","CLAIM_CLASSIFICATION","CLAIM_CLFS_PK","P","CLAIM_CLASSIFICATION","1"
"161","CLAIM_PARAMETER","CLAIM_PARAMETER_PK","P","CLAIM_PARAM_ID","1"
"162","CLAIM_SYSTEM_ACTION_CODE","CLAIM_SCODE_PK","P","CLAIM_ACTION_CODE","1"
"163","CLAIM_SYSTEM_ACTION_CODE","CLAIM_SCODE_PK","P","CLAIM_ACTION_TYPE","2"
"164","CLAIM_TYPE","CLAIM_TYPE_PK","P","CLAIM_TYPE","1"
"165","CLASSIFICATION_CODE","CLASSIFICATION_CODE_PK","P","CLASSIFICATION_CODE_ID","1"
"166","CLASSIFICATION_CODE","CLASSIFICATION_CODE_UK","U","TYPE","1"
"167","CLASSIFICATION_CODE","CLASSIFICATION_CODE_UK","U","CLASSIFICATION_CODE","2"
"168","CLASSIFICATION_CODE","CLASSIFICATION_CODE_UK","U","COMPANY_ID","3"
"169","CL_ALERT","CL_ALERT_PK","P","ALERT_ID","1"
"170","CL_CLUSTER","CL_CLUSTER_PK","P","CLUSTER_ID","1"
"171","CL_CONNECT_MODE","CL_CONNECT_MODE_PK","P","CONNECT_MODE_ID","1"
"172","CL_CONNECT_WHEN","CL_CONNECT_WHEN_PK","P","CONNECT_WHEN_ID","1"
"173","CL_CONTROL_FILE_FORMAT","CL_CONTROL_FILE_FORMAT_PK","P","CONTROL_FILE_FORMAT_ID","1"
"174","CL_CONTROL_FILE_OPTION","CL_CONTROL_FILE_OPTION_PK","P","CONTROL_FILE_OPTION_ID","1"
"175","CL_CONVERSATION","CL_CONVERSATION_PK","P","CONVERSATION_ID","1"
"176","CL_CRON","CL_CRON_PK","P","CRON_ID","1"
"177","CL_CRON_GROUP","CL_CRON_GROUP_PK","P","CRON_GROUP_ID","1"
"178","CL_DATA_ENCODING","CL_DATA_ENCODING_PK","P","DATA_ENCODING_ID","1"
"179","CL_DATA_FORMAT","CL_DATA_FORMAT_PK","P","DATA_FORMAT_ID","1"
"180","CL_DATA_TRANSFER","CL_DATA_TRANSFER_PK","P","DATA_TRANSFER_ID","1"
"181","CL_DIRECTION","CL_DIRECTION_PK","P","DIRECTION_ID","1"
"182","CL_DISCONNECT_WHEN","CL_DISCONNECT_WHEN_PK","P","DISCONNECT_WHEN_ID","1"
"183","CL_DRIVER","CL_DRIVER_PK","P","DRIVER_ID","1"
"184","CL_DRIVER_INTERCEPTOR","CL_DRIVER_INTERCEPTOR_PK","P","DRIVER_ID","1"
"185","CL_DRIVER_INTERCEPTOR","CL_DRIVER_INTERCEPTOR_PK","P","INTERCEPTOR_ID","2"
"186","CL_ENABLE_OPTION","CL_ENABLE_OPTION_PK","P","ENABLE_OPTION_ID","1"
"187","CL_ENDPOINT","CL_ENDPOINT_PK","P","ENDPOINT_ID","1"
"188","CL_ENDPOINT_EXT","CL_ENDPOINT_EXT_PK","P","ENDPOINT_EXT_ID","1"
"189","CL_ENDPOINT_QUEUE","CL_ENDPOINT_QUEUE_PK","P","ENDPOINT_QUEUE_ID","1"
"190","CL_ENDPOINT_QUEUE_HISTORY","CL_ENDPOINT_QUEUE_HIST_PK","P","ENDPOINT_QUEUE_ID","1"
"191","CL_ENDPOINT_STATUS_DETAIL","CL_ENDPOINT_STATUS_DETAIL_PK","P","CL_ENDPOINT_STATUS_DETAIL_ID","1"
"192","CL_ENGINE","CL_ENGINE_PK","P","ENGINE_ID","1"
"193","CL_ENGINE_CONFIG","CL_ENGINE_CONFIG_PK","P","ENGINE_CONFIG_ID","1"
"194","CL_ENGINE_GROUP","CL_ENGINE_GROUP_PK","P","ENGINE_GROUP_ID","1"
"195","CL_ENGINE_GROUP_XREF","CL_ENGINE_GROUP_XREF_PK","P","ENGINE_GROUP_ID","1"
"196","CL_ENGINE_GROUP_XREF","CL_ENGINE_GROUP_XREF_PK","P","ENGINE_ID","2"
"197","CL_EVENT_MASTER","CL_EVENT_MASTER_PK","P","EVENT_ID","1"
"198","CL_EVENT_PUBLICATION","CL_EVENT_PUBLICATION_PK","P","EVENT_ID","1"
"199","CL_EVENT_PUBLICATION","CL_EVENT_PUBLICATION_PK","P","ENDPOINT_ID","2"
"200","CL_EVENT_SUBSCRIPTION","CL_EVENT_SUBSCRIPTION_PK","U","EVENT_ID","1"
"201","CL_EVENT_SUBSCRIPTION","CL_EVENT_SUBSCRIPTION_PK","U","ENDPOINT_ID","2"
"202","CL_EVENT_SUBSCRIPTION","CL_EVENT_SUBSCRIPTION_PK","U","C_MHE_RULE_GROUP","3"
"203","CL_EXTENDED_CONFIGURATION","CL_EXTENDED_CONFIGURATION_PK","P","CONFIG_ID","1"
"204","CL_FAILOVER_TRACKING","CL_FAILOVER_TRACKING_PK","P","CLUSTER_ID","1"
"205","CL_FAILOVER_TRACKING","CL_FAILOVER_TRACKING_PK","P","DRIVER_ID","2"
"206","CL_FRAMING_STYLE","CL_FRAMING_STYLE_PK","P","FRAMING_STYLE_ID","1"
"207","CL_FTP_CONNECT_MODE","CL_FTP_CONNECT_MODE_PK","P","FTP_CONNECT_MODE_ID","1"
"208","CL_HEARTBEAT_TYPE","CL_HEARTBEAT_TYPE_PK","P","HEARTBEAT_TYPE_ID","1"
"209","CL_HTTP_GROUP","CL_HTTP_GROUP_PK","P","HTTP_GROUP_ID","1"
"210","CL_HTTP_HEADER","CL_HTTP_HEADER_PK","P","HTTP_HEADER_ID","1"
"211","CL_INTERCEPTOR","CL_INTERCEPTOR_PK","P","INTERCEPTOR_ID","1"
"212","CL_MACHINE","CL_MACHINE_PK","P","MACHINE_ID","1"
"213","CL_MACHINE_XREF","CL_MACHINE_XREF_PK","P","CLUSTER_ID","1"
"214","CL_MACHINE_XREF","CL_MACHINE_XREF_PK","P","SERVER_CONFIG_ID","2"
"215","CL_MESSAGE","CL_MESSAGE_PK","P","MSG_ID","1"
"216","CL_MESSAGE_HISTORY","CL_MESSAGE_HIST_PK","P","MSG_ID","1"
"217","CL_MESSAGE_KEYS","CL_MESSAGE_KEYS_PK","P","MSG_ID","1"
"218","CL_MESSAGE_KEYS","CL_MESSAGE_KEYS_PK","P","KEY_ID","2"
"219","CL_MESSAGE_KEYS","CL_MESSAGE_KEYS_PK","P","VALUE","3"
"220","CL_MESSAGE_KEYS_HISTORY","CL_MESSAGE_KEYS_HIST_PK","P","MSG_ID","1"
"221","CL_MESSAGE_KEYS_HISTORY","CL_MESSAGE_KEYS_HIST_PK","P","KEY_ID","2"
"222","CL_MESSAGE_KEYS_HISTORY","CL_MESSAGE_KEYS_HIST_PK","P","VALUE","3"
"223","CL_MESSAGE_STATUS","CL_MESSAGE_STATUS_PK","P","STATUS_ID","1"
"224","CL_PRIORITY","CL_PRIORITY_PK","P","PRIORITY_ID","1"
"225","CL_PROTOCOL","CL_PROTOCOL_PK","P","PROTOCOL_ID","1"
"226","CL_PROTOCOL_FILE","CL_PROTOCOL_FILE_PK","P","PROTOCOL_FILE_ID","1"
"227","CL_PROTOCOL_FTP","CL_PROTOCOL_FTP_PK","P","PROTOCOL_FTP_ID","1"
"228","CL_PROTOCOL_HTTP","CL_PROTOCOL_HTTP_PK","P","PROTOCOL_HTTP_ID","1"
"229","CL_PROTOCOL_JMS","CL_PROTOCOL_JMS_PK","P","PROTOCOL_JMS_ID","1"
"230","CL_PROTOCOL_MQS","CL_PROTOCOL_MQS_PK","P","PROTOCOL_MQS_ID","1"
"231","CL_PROTOCOL_RFID1","CL_PROTOCOL_RFID1_PK","P","PROTOCOL_RFID1_ID","1"
"232","CL_PROTOCOL_TCP","CL_PROTOCOL_TCP_PK","P","PROTOCOL_TCP_ID","1"
"233","CL_PROTOCOL_TCPMUX","CL_PROTOCOL_TCPMUX_PK","P","PROTOCOL_TCPMUX_ID","1"
"234","CL_PROTOCOL_UDP","CL_PROTOCOL_UDP_PK","P","PROTOCOL_UDP_ID","1"
"235","CL_SEQUENCE","CL_SEQUENCE_PK","P","SEQUENCE_NAME","1"
"236","CL_SERVER_CONFIG","CL_SERVER_CONFIG_PK","P","MACHINE_ID","1"
"237","CL_SERVER_CONFIG","CL_SERVER_CONFIG_PK","P","PORT","2"
"238","CL_SERVER_CONFIG","CL_SERVER_CONFIG_UNQ","U","SERVER_CONFIG_ID","1"
"239","CL_SERVER_TYPE","CL_SERVER_TYPE_PK","P","SERVER_TYPE_ID","1"
"240","CL_SIZE_ENCODING","CL_SIZE_ENCODING_PK","P","SIZE_ENCODING_ID","1"
"241","CL_SIZE_SCOPE","CL_SIZE_SCOPE_PK","P","SIZE_SCOPE_ID","1"
"242","CL_SOURCE_FILE_OPTION","CL_SOURCE_FILE_OPTION_PK","P","SOURCE_FILE_OPTION_ID","1"
"243","CL_STATUS","CL_STATUS_PK","P","STATUS_ID","1"
"244","CL_TRANSFER_TYPE","CL_TRANSFER_TYPE_PK","P","TRANSFER_TYPE_ID","1"
"245","CL_VOCO_CONFIG","CL_VOCO_CONFIG_PK","P","CONFIG_VOCO_ID","1"
"246","CNFG_FRAME_MASTER","PK_CNFG_FRAME_MASTER","P","CNFG_FRAME_MASTER_ID","1"
"247","CNFG_FRAME_MASTER","UK_CNFG_FRAME_MASTER","U","FRAME_ID","1"
"248","CNFG_SCRN_FRAME","PK_CNFG_SCRN_FRAME","P","CNFG_SCRN_FRAME_ID","1"
"249","CNFG_SCRN_FRAME","UK_CNFG_SCRN_FRAME","U","SCRN_ID","1"
"250","CNFG_SCRN_FRAME","UK_CNFG_SCRN_FRAME","U","FRAME_ID","2"
"251","CNFG_SCRN_FRAME","UK_CNFG_SCRN_FRAME","U","LOGIN_USER_ID","3"
"252","CNFG_SCRN_FRAME","UK_CNFG_SCRN_FRAME","U","ROLE_ID","4"
"253","CNFG_SCRN_MASTER","PK_CNFG_SCRN_MASTER","P","CNFG_SCRN_MASTER_ID","1"
"254","CNFG_SCRN_MASTER","UK_CNFG_SCRN_MASTER","U","SCRN_ID","1"
"255","CNSTR_DTL","PK_CNSTR_DTL","P","CONST_XREF_ID","1"
"256","CNSTR_GRP","PK_CNSTR_GRP","P","CNSTR_GRP_ID","1"
"257","CNSTR_MULT_LOC","PK_CNSTR_MULT_LOC","P","CNSTR_MULT_LOC_ID","1"
"258","CNSTR_RACK_LEVEL","PK_CNSTR_RACK_LEVEL","P","CNSTR_RACK_LEVEL_ID","1"
"259","CNTR_TYPE","CNTR_TYPE_PK","P","CNTR_TYPE_ID","1"
"260","CNT_INVN_DTL","PK_CNT_INVN_DTL","P","CNT_INVN_DTL_ID","1"
"261","CNT_INVN_HDR","PK_CNT_INVN_HDR","P","CNT_INVN_HDR_ID","1"
"262","CNT_INVN_SRL_NBR","PK_CNT_INVN_SRL_NBR","P","CNT_INVN_SRL_NBR_ID","1"
"263","COGI_DETAIL","COGI_DETAIL_PK","P","TC_COMPANY_ID","1"
"264","COGI_DETAIL","COGI_DETAIL_PK","P","COGI_ID","2"
"265","COGI_DETAIL","COGI_DETAIL_PK","P","COGI_DETAIL_ID","3"
"266","COLM_MASTER","PK_COLM_MASTER","P","COLM_MASTER_ID","1"
"267","COLOR_CODE_DTL","PK_COLOR_CODE_DTL","P","COLOR_CODE_DTL_ID","1"
"268","COLOR_CODE_HDR","PK_COLOR_ATTRIBUTE_HDR","P","COLOR_CODE_ID","1"
"269","COMMENT_TYPE","COMMENT_TYPE_PK","P","CODE","1"
"270","COMPANY_OPT_ENGINE","COMPANY_OPT_ENGINE_PK","P","COMPANY_ID","1"
"271","COMPANY_OPT_ENGINE","COMPANY_OPT_ENGINE_PK","P","OPT_ENGINE_ID","2"
"272","COMPANY_REF","COMPANY_REF_PK","P","COMPANY_ID","1"
"273","COMPOSITE_SERVICE_ARGS","COMPSERVARGS_PK","P","ARG_ID","1"
"274","COMPOSITE_SERVICE_REPOSITORY","COMP_SERV_REP_PK","P","CS_ID","1"
"275","COMPOSITE_SERVICE_REPOSITORY","COMP_SERV_REP_UK","U","NAME","1"
"276","COMPOSITE_SERVICE_REPOSITORY","COMP_SERV_REP_UK","U","TARGET_NAMESPACE","2"
"277","COMPOSITE_SERVICE_REPOSITORY","COMP_SERV_REP_UK","U","DOMAINGROUPID","3"
