???"TABLE_NAME","INDEX_NAME","UNIQUENESS","COLUMN_NAME","COLUMN_POSITION"
"CS_EXE_NOTIFICATION_PARAMS","CSEXENOTIFPARAM_PK","UNIQUE","EXE_NOTIFICATION_ID","1"
"CS_EXE_NOTIFICATION_PARAMS","TM_CS_EXE_NOTIFI_IDX1","NONUNIQUE","EXE_CONFIG_ID","1"
"CUSTOMER_CONTACT","CUST_CONTACT_PK","UNIQUE","CUSTOMER_ID","1"
"CUSTOMER_CONTACT","CUST_CONTACT_PK","UNIQUE","CUST_CONTACT_ID","2"
"CUSTOMER_CONTACT","TM_CUSTOMER_CONT_IDX1","NONUNIQUE","CUSTOMER_ID","1"
"CUSTOMER_CREDIT_LIMIT","CUST_CLIMIT_PK","UNIQUE","CUSTOMER_CREDIT_LIMIT_ID","1"
"CUSTOMER_CREDIT_LIMIT","TM_CUSTOMER_CRED_IDX1","NONUNIQUE","CURRENCY_CODE","1"
"CUSTOMER_CREDIT_LIMIT","TM_CUSTOMER_CRED_IDX2","NONUNIQUE","CUSTOMER_ID","1"
"CUSTOMER_CREDIT_LIMIT","TM_CUSTOMER_CRED_IDX3","NONUNIQUE","MOT_ID","1"
"CUSTOMER_DOC_DELIVERY_DTL","CUST_DOC_DDTL_PK","UNIQUE","CUSTOMER_DOC_DELIVERY_DTL_ID","1"
"CUSTOMER_DOC_DELIVERY_DTL","TM_CUSTOMER_DOC__IDX1","NONUNIQUE","CUSTOMER_ID","1"
"CUSTOMER_DOC_DELIVERY_DTL","TM_CUSTOMER_DOC__IDX2","NONUNIQUE","DELIVERY_METHOD","1"
"CUSTOMER_LETTER_OF_CREDIT","CUST_LOC_PK","UNIQUE","TC_COMPANY_ID","1"
"CUSTOMER_LETTER_OF_CREDIT","CUST_LOC_PK","UNIQUE","CUSTOMER_ID","2"
"CUSTOMER_LETTER_OF_CREDIT","CUST_LOC_PK","UNIQUE","CUSTOMER_LOC_ID","3"
"CUSTOMER_LETTER_OF_CREDIT","TM_CUSTOMER_LETT_IDX1","NONUNIQUE","CUSTOMER_ID","1"
"CUSTOMIZE_VIEW_TYPE","CUSTOMIZE_VW_TYP_PK","UNIQUE","CUSTOMIZE_VIEW_TYPE_ID","1"
"CUSTOM_BEHAVIORAL_DETAIL","CUST_BHVL_DTL_PK","UNIQUE","BEHAVIORAL_VIEW_ID","1"
"CUSTOM_BEHAVIORAL_DETAIL","TM_CUSTOM_BEHAVI_IDX1","NONUNIQUE","BEHAVIORAL_VIEW_TYPE_ID","1"
"CUSTOM_BEHAVIORAL_VIEW","CUST_BEHA_VIE_PK","UNIQUE","VIEW_ATTR_ID","1"
"CUSTOM_BEHAVIORAL_VIEW","TM_CUSTOM_BHV_IDX1","NONUNIQUE","VIEW_TYPE_ID","1"
"CUSTOM_BINDING_DETAILS","CUSTOM_BINDDTLS_PK","UNIQUE","CST_BINDING_DETAILS_ID","1"
"CUSTOM_BINDING_DETAILS","TM_CUSTOM_BINDIN_IDX1","NONUNIQUE","BINDING_ID","1"
"CUSTOM_BINDING_DETAILS","TM_CUSTOM_BINDIN_IDX2","NONUNIQUE","BINDING_TYPE_ID","1"
"CUSTOM_DISPLAY","CUSTOM_DISPLAY_CDTCI_UIDX","UNIQUE","CUSTOM_DISPLAY_TYPE","1"
"CUSTOM_DISPLAY","CUSTOM_DISPLAY_CDTCI_UIDX","UNIQUE","CONTACT_ID","2"
"CUSTOM_DISPLAY","CUSTOM_DISPLAY_PK","UNIQUE","CUSTOM_DISPLAY_ID","1"
"CUSTOM_DISPLAY","TM_CUSTOM_DISPLA_IDX1","NONUNIQUE","CUSTOM_DISPLAY_TYPE","1"
"CUSTOM_DISPLAY_DATATYPE","CUSTOM_DISPLAY_DATATYPE_PK","UNIQUE","CUSTOM_DISPLAY_DATATYPE","1"
"CUSTOM_DISPLAY_DETAIL","CUSTOM_DISPLAY_DETAIL_PK","UNIQUE","CUSTOM_DISPLAY_ID","1"
"CUSTOM_DISPLAY_DETAIL","CUSTOM_DISPLAY_DETAIL_PK","UNIQUE","DISPLAY_SEQ","2"
"CUSTOM_DISPLAY_DETAIL","TM_CUSTOM_DISPD_IDX1","NONUNIQUE","CUSTOM_DISPLAY_FIELD_ID","1"
"CUSTOM_DISPLAY_DETAIL","TM_CUSTOM_DISPD_IDX2","NONUNIQUE","CUSTOM_DISPLAY_ID","1"
"CUSTOM_DISPLAY_FIELD","CUSTOM_DSP_FIELD_PK","UNIQUE","CUSTOM_DISPLAY_FIELD_ID","1"
"CUSTOM_DISPLAY_FIELD","CUST_DISP_FLD_IDX","NONUNIQUE","CUSTOM_DISPLAY_TYPE","1"
"CUSTOM_DISPLAY_FIELD","CUST_DISP_FLD_IDX","NONUNIQUE","IS_DEFAULT","2"
"CUSTOM_DISPLAY_FIELD","CUST_DISP_FLD_IDX","NONUNIQUE","DEFAULT_SEQ","3"
"CUSTOM_DISPLAY_FIELD","TM_CUSTOM_DISPF_IDX1","NONUNIQUE","CUSTOM_DISPLAY_DATATYPE","1"
"CUSTOM_DISPLAY_FIELD","TM_CUSTOM_DISPF_IDX2","NONUNIQUE","CUSTOM_DISPLAY_TYPE","1"
"CUSTOM_DISPLAY_FIELD_ATTRIB","CUSTOM_DISPLAY_FIELD_ATTRIB_PK","UNIQUE","CUSTOM_DISPLAY_FIELD_ID","1"
"CUSTOM_DISPLAY_FIELD_ATTRIB","CUSTOM_DISPLAY_FIELD_ATTRIB_PK","UNIQUE","CUSTOM_DISPLAY_ATTRIB_SEQ","2"
"CUSTOM_DISPLAY_FIELD_ATTRIB","TM_CUSTOM_DISPA_IDX1","NONUNIQUE","CUSTOM_DISPLAY_FIELD_ID","1"
"CUSTOM_DISPLAY_FIELD_PERMIS","CUSTOM_DISPLAY_FIELD_PERM_PK","UNIQUE","CUSTOM_DISPLAY_FIELD_ID","1"
"CUSTOM_DISPLAY_FIELD_PERMIS","CUSTOM_DISPLAY_FIELD_PERM_PK","UNIQUE","PERMISSION","2"
"CUSTOM_DISPLAY_OPT_TABLES","CUSTOM_DISPLAY_OPT_TABLES_PK","UNIQUE","CUSTOM_DISPLAY_TYPE","1"
"CUSTOM_DISPLAY_OPT_TABLES","CUSTOM_DISPLAY_OPT_TABLES_PK","UNIQUE","TABLE_NAME","2"
"CUSTOM_DISPLAY_OPT_TABLES","TM_CUSTOM_DISPT_IDX1","NONUNIQUE","CUSTOM_DISPLAY_TYPE","1"
"CUSTOM_DISPLAY_TYPE","CUSTOM_DISPLAY_TYPE_PK","UNIQUE","CUSTOM_DISPLAY_TYPE","1"
"CUSTOM_FIELD","CUSTOM_FIELD_PK","UNIQUE","CUSTOM_FIELD_ID","1"
"CUSTOM_FIELD","IDX_PARENT_PANEL_ID","NONUNIQUE","CUSTOM_PANEL_ID","1"
"CUSTOM_FILTER_LAYOUT","CUSFLT_CUSTATT_FK1_1_IX","NONUNIQUE","CUSTOM_ATTRIBUTE_ID","1"
"CUSTOM_FILTER_LAYOUT","CUSFLT_CUSTATT_FK2_1_IX","NONUNIQUE","OBJECT_TYPE","1"
"CUSTOM_FILTER_LAYOUT","CUS_FIL_LAY_PK","UNIQUE","FILTER_LAYOUT_ID","1"
"CUSTOM_FRAGMENT","CUSTOM_FRAGMENT_PK","UNIQUE","CUSTOM_FRAGMENT_ID","1"
"CUSTOM_FRAGMENT","CUSTOM_FRGPRNT_IDX","NONUNIQUE","PARENT_CUSTOM_FRAGMENT_ID","1"
"CUSTOM_OPERATOR","CUSTOM_OPERATOR_FK1","NONUNIQUE","CUSTOM_OPERATOR_TYPE_ID","1"
"CUSTOM_OPERATOR","CUSTOM_OPERATOR_PK","UNIQUE","CUSTOM_OPERATOR_ID","1"
"CUSTOM_OPERATOR_TYPE","CUSTOM_OPRTR_TY_PK","UNIQUE","CUSTOM_OPERATOR_TYPE_ID","1"
"CUSTOM_PAGE","CUSTOM_CSID_IDX","NONUNIQUE","CUSTOM_ID","1"
"CUSTOM_PAGE","CUSTOM_PAGE_IDX","NONUNIQUE","CUSTOM_PAGE_INFO_ID","1"
"CUSTOM_PAGE","CUSTOM_PAGE_PK","UNIQUE","CUSTOM_PAGE_ID","1"
"CUSTOM_PAGE","CUSTOM_VIEW_TYPE_FK_1_IX","NONUNIQUE","CUSTOMIZE_VIEW_TYPE_ID","1"
"CUSTOM_PAGE_INFO","CUSTOM_PAGE_INFO_PK","UNIQUE","CUSTOM_PAGE_INFO_ID","1"
"CUSTOM_PANEL","CUSTOM_FRGMNT_IDX","NONUNIQUE","CUSTOM_FRAGMENT_ID","1"
"CUSTOM_PANEL","CUSTOM_PANEL_IDX","NONUNIQUE","CUSTOM_PAGE_ID","1"
"CUSTOM_PANEL","CUSTOM_PANEL_PK","UNIQUE","CUSTOM_PANEL_ID","1"
"CUSTOM_PANEL","CUSTOM_PARENT_IDX","NONUNIQUE","PARENT_CUSTOM_PANEL_ID","1"
"CUSTOM_QUICK_FILTER_LAYOUT","CSTQFLTLYT_CMP_IDX","NONUNIQUE","COMPANY_ID","1"
"CUSTOM_QUICK_FILTER_LAYOUT","CUSTQKFLTRLYT_PK","UNIQUE","QUICK_FILTER_ID","1"
"CUSTOM_REPORT_FILTER_LAYOUT","CRPTLOUT_CATT_FK_1_1_IX","NONUNIQUE","CUSTOM_ATTRIBUTE_ID","1"
"CUSTOM_REPORT_FILTER_LAYOUT","CUSTREPOLOUT_PK","UNIQUE","REPORT_DEF_LAYOUT_ID","1"
"CUSTOM_STYLE_VIEW","CUST_STL_VW_PK","UNIQUE","STYLE_VIEW_ID","1"
"CUSTOM_STYLE_VIEW","TM_CUSTOM_STYLE_IDX1","NONUNIQUE","STYLE_VIEW_TYPE_ID","1"
"CUSTOM_USER_ROLE_MAPPING","CUSTOM_URP_PK","UNIQUE","CUSTOM_USER_ROLE_ID","1"
"CUSTOM_USER_ROLE_MAPPING","CUSTOM_URP_UX","UNIQUE","CUSTOM_PAGE_ID","1"
"CUSTOM_USER_ROLE_MAPPING","CUSTOM_URP_UX","UNIQUE","USER_ID","2"
"CUSTOM_USER_ROLE_MAPPING","CUSTOM_URP_UX","UNIQUE","ROLE_ID","3"
"CUSTOM_VIEW_UIATTR","CUST_VW_UIATTR_PK","UNIQUE","CUSTOM_VIEW_UIATTR_ID","1"
"CUSTOM_VIEW_UIATTR","TM_CUSTOM_VIEW_U_IDX1","NONUNIQUE","CUSTOMIZE_VIEW_TYPE_ID","1"
"CUSTOM_VIEW_UIATTR","TM_CUSTOM_VIEW_U_IDX2","NONUNIQUE","OBJECT_TYPE_ID","1"
"CUSTOM_WINDOW_FORMAT","PK_CUSTOM_WINDOW_FORMAT","UNIQUE","CUSTOM_WINDOW_FORMAT_ID","1"
"CUST_INV_SCHED_CONFIG","CISC_FK1_IDX","NONUNIQUE","TC_COMPANY_ID","1"
"CUST_INV_SCHED_CONFIG","CISC_FK2_IDX","NONUNIQUE","RUN_TIME_ZONE","1"
"CUST_INV_SCHED_CONFIG","CST_INV_SCH_CFG_PK","UNIQUE","CONFIG_ID","1"
"CUST_INV_SCHED_CONFIG","TM_CUST_INV_SCHED_CONFIG_IDX1","NONUNIQUE","COUNTRY_CODE","1"
"CUST_INV_SCHED_CONFIG_DTL","CUSINVSCDCFGDTL_PK","UNIQUE","CONFIG_ID","1"
"CUST_INV_SCHED_CONFIG_DTL","CUSINVSCDCFGDTL_PK","UNIQUE","CONFIG_DTL_ID","2"
"CW","SYS_C0078109","UNIQUE","A","1"
"CYCLE_COUNT_TRIG","CCTRIG_TASKPARMID_IDX","NONUNIQUE","TASK_PARM_ID","1"
"CYCLE_COUNT_TRIG","PK_CYCLE_COUNT_TRIG","UNIQUE","CYCLE_COUNT_TRIG_ID","1"
"CYCLE_COUNT_TRIG","UK_CYCLE_COUNT_TRIG","UNIQUE","TRIG_CODE","1"
"CYCLE_COUNT_TRIG","UK_CYCLE_COUNT_TRIG","UNIQUE","WHSE","2"
"C_ASN","C_ASN_DFID_IDX","NONUNIQUE","DESTINATION_FACILITY_ID","1"
"C_ASN","C_ASN_OFID_IDX","NONUNIQUE","ORIGIN_FACILITY_ID","1"
"C_ASN","C_ASN_SHPID_IDX","NONUNIQUE","SHIPMENT_ID","1"
"C_ASN","C_PE_ASN_LIST_IX","NONUNIQUE","TC_COMPANY_ID","1"
"C_ASN","C_PE_ASN_LIST_IX","NONUNIQUE","INBOUND_REGION_ID","2"
"C_ASN","C_PE_ASN_LIST_IX","NONUNIQUE","OUTBOUND_REGION_ID","3"
"C_ASN","C_PE_ASN_LIST_IX","NONUNIQUE","ASN_ORGN_TYPE","4"
"C_ASN","C_PE_ASN_LIST_IX","NONUNIQUE","ASN_STATUS","5"
"C_ASN","C_TM_ASN_IDX1","NONUNIQUE","ASN_LEVEL","1"
"C_ASN","C_TM_ASN_IDX2","NONUNIQUE","ASN_STATUS","1"
"C_ASN","C_TM_ASN_IDX3","NONUNIQUE","ASN_TYPE","1"
"C_ASN","C_TM_ASN_IDX4","NONUNIQUE","DOCK_DOOR_ID","1"
"C_ASN","C_TM_ASN_IDX5","NONUNIQUE","MODE_ID","1"
"C_ASN","C_TM_ASN_IDX6","NONUNIQUE","SHIPPING_COST_CURRENCY_CODE","1"
"C_ASN","C_TM_ASN_IDX7","NONUNIQUE","TC_COMPANY_ID","1"
"C_ASN_ATTRIBUTE","C_TM_ASN_ATTRIBUTE_IDX1","NONUNIQUE","ASN_ID","1"
"C_ASN_DETAIL","C_ASNDTL_SID_IDX","NONUNIQUE","SKU_ID","1"
"C_ASN_DETAIL","C_ASN_DETAIL_ID_ASN_ID_IDX","NONUNIQUE","ASN_DETAIL_ID","1"
"C_ASN_DETAIL","C_ASN_DETAIL_ID_ASN_ID_IDX","NONUNIQUE","ASN_ID","2"
"C_ASN_DETAIL","C_ASN_DETAIL_TC_PO_IDX","NONUNIQUE","TC_PURCHASE_ORDERS_ID","1"
"C_ASN_DETAIL","C_ASN_DETAIL_TC_PO_IDX","NONUNIQUE","TC_COMPANY_ID","2"
"C_ASN_DETAIL","C_ASN_DET_ORDLI_IDX1","NONUNIQUE","ORDER_LINE_ITEM_ID","1"
"C_ASN_DETAIL","C_ASN_DET_ORD_IDX1","NONUNIQUE","ORDER_ID","1"
"C_ASN_DETAIL","C_PE_ASNDLT_PO_IX","NONUNIQUE","PURCHASE_ORDERS_ID","1"
"C_ASN_DETAIL","C_PE_ASNDLT_PO_IX1","NONUNIQUE","TC_PURCHASE_ORDERS_ID","1"
"C_ASN_DETAIL","C_TM_ASN_DETAIL_IDX1","NONUNIQUE","ASN_DETAIL_STATUS","1"
"C_ASN_DETAIL","C_TM_ASN_DETAIL_IDX2","NONUNIQUE","ASN_ID","1"
"C_ASN_DETAIL","C_TM_ASN_DETAIL_IDX3","NONUNIQUE","INVENTORY_SEGMENT_ID","1"
"C_ASN_NOTE","C_ASN_NOTE_IDX2","NONUNIQUE","ASN_DETAIL_ID","1"
"C_ASN_NOTE","C_TM_ASN_NOTE_IDX1","NONUNIQUE","ASN_ID","1"
"C_ASRS_STATUS","PK_C_ASRS_STATUS","UNIQUE","WHSE","1"
"C_ASRS_STATUS","PK_C_ASRS_STATUS","UNIQUE","CRANE","2"
"C_CARTON_DTL","PK_C_CARTON_DTL","UNIQUE","CARTON_NBR","1"
"C_CARTON_DTL","PK_C_CARTON_DTL","UNIQUE","CARTON_SEQ_NBR","2"
"C_CARTON_HDR","PK_C_CARTON_HDR","UNIQUE","CARTON_NBR","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_CREADT","NONUNIQUE","CREATE_DATE_TIME","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_1","NONUNIQUE","CNTR_NBR","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_1","NONUNIQUE","STAT_CODE","2"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_1","NONUNIQUE","I_O_FLAG","3"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_10","NONUNIQUE","I_O_FLAG","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_10","NONUNIQUE","SKU_ID","2"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_10","NONUNIQUE","BATCH_NBR","3"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_2","NONUNIQUE","GSP_NBR","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_2","NONUNIQUE","STAT_CODE","2"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_2","NONUNIQUE","I_O_FLAG","3"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_3","NONUNIQUE","PKT_CTRL_NBR","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_4","NONUNIQUE","CNTR_NBR","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_5","NONUNIQUE","RCVD_SHPMT_NBR","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_6","NONUNIQUE","GSP_NBR","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_6","NONUNIQUE","CNTR_NBR","2"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_6","NONUNIQUE","STAT_CODE","3"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_6","NONUNIQUE","I_O_FLAG","4"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_7","NONUNIQUE","PKT_CTRL_NBR","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_7","NONUNIQUE","PROC_STAT_CODE","2"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_7","NONUNIQUE","STAT_CODE","3"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_7","NONUNIQUE","I_O_FLAG","4"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_8","NONUNIQUE","PROC_STAT_DESC","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_9","NONUNIQUE","STAT_CODE","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_9","NONUNIQUE","I_O_FLAG","2"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_IND_9","NONUNIQUE","PROC_STAT_CODE","3"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_MOD_T","NONUNIQUE","MOD_DATE_TIME","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_PROC_STAT_CODE","NONUNIQUE","PROC_STAT_CODE","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_SKU_ID","NONUNIQUE","SKU_ID","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_SUBSTR","NONUNIQUE","SYS_NC00047$","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_SUBSTR_PKT","NONUNIQUE","SYS_NC00048$","1"
"C_GSP_NBR_TRKG","C_GSP_NBR_TRKG_TOCHAR_CREADT","NONUNIQUE","SYS_NC00049$","1"
"C_GSP_NBR_TRKG","PK_C_GSP_NBR_TRKG","UNIQUE","C_GSP_NBR_TRKG_ID","1"
"C_GSP_NBR_VLDG","GSP_SKUID","UNIQUE","GSP_NBR","1"
"C_GSP_NBR_VLDG","GSP_SKUID","UNIQUE","SKU_ID","2"
"C_GUI_SESSION","C_GUI_SESSION_ALL_USERS","NONUNIQUE","STAT_CODE","1"
"C_GUI_SESSION","C_GUI_SESSION_ALL_USERS","NONUNIQUE","MOD_DATE_TIME","2"
"C_GUI_SESSION","C_GUI_SESSION_MOD_DATE_TIME","NONUNIQUE","MOD_DATE_TIME","1"
"C_GUI_SESSION","C_GUI_SESSION_MOD_DATE_TIME","NONUNIQUE","USER_ID","2"
"C_GUI_SESSION","C_GUI_SESSION_MOD_DATE_TIME","NONUNIQUE","STAT_CODE","3"
"C_GUI_SESSION","PK_C_GUI_SESSION","UNIQUE","TOKEN","1"
"C_ORDERS","C_C_ORDERS_IDX1","NONUNIQUE","MAJOR_ORDER_CTRL_NBR","1"
"C_ORDERS","C_ORDERS_CRI_IDX","NONUNIQUE","CONS_RUN_ID","1"
"C_ORDERS","C_ORDERS_CRI_IDX","NONUNIQUE","ORDER_ID","2"
"C_ORDERS","C_ORDERS_DOS_OR_TC_IDX","NONUNIQUE","DO_STATUS","1"
"C_ORDERS","C_ORDERS_DOS_OR_TC_IDX","NONUNIQUE","ORDER_STREAM","2"
"C_ORDERS","C_ORDERS_DOS_OR_TC_IDX","NONUNIQUE","ORDER_ID","3"
"C_ORDERS","C_ORDERS_DOS_OR_TC_IDX","NONUNIQUE","TC_ORDER_ID","4"
"C_ORDERS","C_ORDERS_DOS_OR_TC_IDX","NONUNIQUE","PRIORITY","5"
"C_ORDERS","C_ORDERS_DOS_TOI_SI_IDX","NONUNIQUE","DO_STATUS","1"
"C_ORDERS","C_ORDERS_DOS_TOI_SI_IDX","NONUNIQUE","TC_ORDER_ID","2"
"C_ORDERS","C_ORDERS_DOS_TOI_SI_IDX","NONUNIQUE","SHIPMENT_ID","3"
"C_ORDERS","C_ORDERS_ORD_STAT_IDX","NONUNIQUE","ORDER_STATUS","1"
"C_ORDERS","C_ORDERS_ORD_STAT_IDX","NONUNIQUE","DELIVERY_END_DTTM","2"
"C_ORDERS","C_ORDERS_OTBHIITHPOF_FUNC_IDX","NONUNIQUE","ORDER_STATUS","1"
"C_ORDERS","C_ORDERS_OTBHIITHPOF_FUNC_IDX","NONUNIQUE","TRANS_RESP_CODE","2"
"C_ORDERS","C_ORDERS_OTBHIITHPOF_FUNC_IDX","NONUNIQUE","BLOCK_AUTO_CONSOLIDATE","3"
"C_ORDERS","C_ORDERS_OTBHIITHPOF_FUNC_IDX","NONUNIQUE","HAS_IMPORT_ERROR","4"
"C_ORDERS","C_ORDERS_OTBHIITHPOF_FUNC_IDX","NONUNIQUE","IS_CANCELLED","5"
"C_ORDERS","C_ORDERS_OTBHIITHPOF_FUNC_IDX","NONUNIQUE","IS_SUSPENDED","6"
"C_ORDERS","C_ORDERS_OTBHIITHPOF_FUNC_IDX","NONUNIQUE","TC_COMPANY_ID","7"
"C_ORDERS","C_ORDERS_OTBHIITHPOF_FUNC_IDX","NONUNIQUE","HAS_SPLIT","8"
"C_ORDERS","C_ORDERS_OTBHIITHPOF_FUNC_IDX","NONUNIQUE","PICKUP_START_DTTM","9"
"C_ORDERS","C_ORDERS_OTBHIITHPOF_FUNC_IDX","NONUNIQUE","SYS_NC00370$","10"
"C_ORDERS","C_ORDERS_PARENT_IDX","NONUNIQUE","PARENT_ORDER_ID","1"
"C_ORDERS","C_ORDERS_PARENT_IDX","NONUNIQUE","ORDER_ID","2"
"C_ORDERS","C_ORDERS_PARENT_IDX","NONUNIQUE","IS_PARTIALLY_PLANNED","3"
"C_ORDERS","C_ORDERS_RTEWNBR_IDX_1","NONUNIQUE","RTE_WAVE_NBR","1"
"C_ORDERS","C_ORDERS_SHIPM_IDX","NONUNIQUE","ORDER_ID","1"
"C_ORDERS","C_ORDERS_SHIPM_IDX","NONUNIQUE","SHIPMENT_ID","2"
"C_ORDERS","C_ORDERS_SHIP_IDX","NONUNIQUE","SHIPMENT_ID","1"
"C_ORDERS","C_ORDERS_TCI_DS_OI_SI_PE_IDX","NONUNIQUE","TC_COMPANY_ID","1"
"C_ORDERS","C_ORDERS_TCI_DS_OI_SI_PE_IDX","NONUNIQUE","DO_STATUS","2"
"C_ORDERS","C_ORDERS_TCI_DS_OI_SI_PE_IDX","NONUNIQUE","ORDER_ID","3"
"C_ORDERS","C_ORDERS_TCI_DS_OI_SI_PE_IDX","NONUNIQUE","SHIPMENT_ID","4"
"C_ORDERS","C_ORD_DFAC_IDX","NONUNIQUE","D_FACILITY_ID","1"
"C_ORDERS","C_ORD_DFAC_IDX","NONUNIQUE","D_FACILITY_ALIAS_ID","2"
"C_ORDERS","C_ORD_DFAC_IDX","NONUNIQUE","IS_ORIGINAL_ORDER","3"
"C_ORDERS","C_ORD_DFAC_IDX","NONUNIQUE","DO_STATUS","4"
"C_ORDERS","C_ORD_DFAC_STAT_IDX","NONUNIQUE","D_FACILITY_ALIAS_ID","1"
"C_ORDERS","C_ORD_DFAC_STAT_IDX","NONUNIQUE","DO_STATUS","2"
"C_ORDERS","C_ORD_DFAC_STAT_IDX","NONUNIQUE","ORDER_ID","3"
"C_ORDERS","C_ORD_DFAC_STAT_IDX","NONUNIQUE","IS_ORIGINAL_ORDER","4"
"C_ORDERS","C_ORD_FAC_STAT_IDX","NONUNIQUE","ORDER_ID","1"
"C_ORDERS","C_ORD_FAC_STAT_IDX","NONUNIQUE","DO_TYPE","2"
"C_ORDERS","C_ORD_FAC_STAT_IDX","NONUNIQUE","O_FACILITY_ID","3"
"C_ORDERS","C_ORD_FAC_STAT_IDX","NONUNIQUE","DO_STATUS","4"
"C_ORDERS","C_ORD_IO_TIIP_IDX","NONUNIQUE","PICKUP_START_DTTM","1"
"C_ORDERS","C_ORD_IO_TIIP_IDX","NONUNIQUE","TC_COMPANY_ID","2"
"C_ORDERS","C_ORD_IO_TIIP_IDX","NONUNIQUE","INBOUND_REGION_ID","3"
"C_ORDERS","C_ORD_IO_TIIP_IDX","NONUNIQUE","OUTBOUND_REGION_ID","4"
"C_ORDERS","C_ORD_IO_TIIP_IDX","NONUNIQUE","IS_CANCELLED","5"
"C_ORDERS","C_ORD_IO_TIIP_IDX","NONUNIQUE","IS_SUSPENDED","6"
"C_ORDERS","C_ORD_IO_TIIP_IDX","NONUNIQUE","CONS_RUN_ID","7"
"C_ORDERS","C_ORD_IO_TIIP_IDX","NONUNIQUE","ORDER_STATUS","8"
"C_ORDERS","C_ORD_MNFST_IDX","NONUNIQUE","MANIFEST_NBR","1"
"C_ORDERS","C_ORD_ORDTEMPL_FK_INDX","NONUNIQUE","TEMPLATE_ID","1"
"C_ORDERS","C_ORD_ST_PRI_FAC_STR_PICK_IDX","NONUNIQUE","DO_STATUS","1"
"C_ORDERS","C_ORD_ST_PRI_FAC_STR_PICK_IDX","NONUNIQUE","TC_COMPANY_ID","2"
"C_ORDERS","C_ORD_ST_PRI_FAC_STR_PICK_IDX","NONUNIQUE","PRIORITY","3"
"C_ORDERS","C_ORD_ST_PRI_FAC_STR_PICK_IDX","NONUNIQUE","O_FACILITY_ID","4"
"C_ORDERS","C_ORD_ST_PRI_FAC_STR_PICK_IDX","NONUNIQUE","ORDER_STREAM","5"
"C_ORDERS","C_ORD_ST_PRI_FAC_STR_PICK_IDX","NONUNIQUE","PICKUP_START_DTTM","6"
"C_ORDERS","C_ORD_TCIPED_IDX","NONUNIQUE","PICKUP_END_DTTM","1"
"C_ORDERS","C_ORD_TCIPED_IDX","NONUNIQUE","PICKUP_START_DTTM","2"
"C_ORDERS","C_ORD_TCIPED_IDX","NONUNIQUE","DELIVERY_START_DTTM","3"
"C_ORDERS","C_ORD_TCIPED_IDX","NONUNIQUE","DELIVERY_END_DTTM","4"
"C_ORDERS","C_ORD_TCIPED_IDX","NONUNIQUE","TC_COMPANY_ID","5"
"C_ORDERS","C_ORD_TCIPED_IDX","NONUNIQUE","INBOUND_REGION_ID","6"
"C_ORDERS","C_ORD_TCIPED_IDX","NONUNIQUE","OUTBOUND_REGION_ID","7"
"C_ORDERS","C_ORD_TCIPED_IDX","NONUNIQUE","IS_CANCELLED","8"
"C_ORDERS","C_ORD_TCIPED_IDX","NONUNIQUE","IS_SUSPENDED","9"
"C_ORDERS","C_ORD_TCIPED_IDX","NONUNIQUE","CONS_RUN_ID","10"
"C_ORDERS","C_ORD_TCIPED_IDX","NONUNIQUE","ORDER_STATUS","11"
"C_ORDERS","C_ORD_TCIPED_IDX","NONUNIQUE","DO_STATUS","12"
