???"FROM_TABLE","FROM_COLUMN","TO_TABLE","TO_COLUMN","CONSTRAINT_NAME"
"DO_LINE_CLS_CODE_TEMPLATE","LINE_ITEM_ID","ORDER_LINE_ITEM_TEMPLATE","LINE_ITEM_ID","DO_LINE_CLS_CODE_TEMPLATE_FK1"
"DO_LINE_WMPROCESSINFO","ORDER_ID","ORDERS","ORDER_ID","DO_LN_WMPRSSINFO_FK"
"DO_LINE_WMPROCESSINFO","LINE_ITEM_ID","ORDER_LINE_ITEM","LINE_ITEM_ID","DOLINE_WMINF_FK1"
"DO_WMPROCESSINFO","ORDER_ID","ORDERS","ORDER_ID","DO_WMPRSNF_FK1"
"DRIVER","DISPATCH_STATUS","DISPATCH_STATUS","DISPATCH_STATUS","DRIVER_FK1"
"DRIVER_SCHED_EXCEPTION","DRIVER_SCHED_EXC_TYPE","DRIVER_SCHED_EXC_TYPE","DRIVER_SCHED_EXC_TYPE","DRIVER_SCE_FK"
"DRIVER_SHIPMENT","SHIPMENT_ID","SHIPMENT","SHIPMENT_ID","FK_SHIPMENT_ID"
"DSP_DR","DSP_DR_SET_ID","DSP_DR_SET","DSP_DR_SET_ID","DSP_DR_FK2"
"DSP_DR","DSP_DR_TYPE_ID","DSP_DR_TYPE","DSP_DR_TYPE_ID","DSP_DR_FK1"
"DSP_DR_PARAMETER_SET","DSP_DR_SET_ID","DSP_DR_SET","DSP_DR_SET_ID","DSP_DR_PSET_FK1"
"DSP_DR_PARAMETER_SET","DSP_DR_PARAMETER_ID","DSP_DR_PARAMETER","DSP_DR_PARAMETER_ID","DSP_DR_PSET_FK2"
"DSP_DR_SET","DSP_DR_CONFIGURATION_ID","DSP_DR_CONFIGURATION","DSP_DR_CONFIGURATION_ID","DSP_DR_SET_FK1"
"DT_CACHE2","DT_PARM_LIST_ID","DT_PARM_LIST","DT_PARM_LIST_ID","DT_CAC2_FK"
"DT_OVERRIDE_DETAIL","OVERRIDE_SEQ","DT_OVERRIDE","OVERRIDE_SEQ","DTORDTL_DTOR_FK"
"DT_OVERRIDE_DETAIL","OVERRIDE_WINDOW_ID","DT_OVERRIDE_WINDOW","DT_OVERRIDE_WINDOW_ID","DTORDTL_DTORW_FK"
"DT_OVERRIDE_DETAIL","TC_COMPANY_ID","DT_OVERRIDE","COMPANY_ID","DTORDTL_DTOR_FK"
"DT_OVERRIDE_STATE_TAX","DT_OVERRIDE_ID","DT_OVERRIDE","OVERRIDE_SEQ","FK_DT_OVERRIDE_ID"
"DT_OVERRIDE_STATE_TAX","TC_COMPANY_ID","DT_OVERRIDE","COMPANY_ID","FK_DT_OVERRIDE_ID"
"DT_PARM_LIST","DT_CALCULATOR","DT_CALCULATOR","DT_CALCULATOR","DT_PARM_LIST_FK"
"DT_PARM_LIST_DTL","DT_PARM_LIST_ID","DT_PARM_LIST","DT_PARM_LIST_ID","DT_PARM_LDTL_FK"
"DWM_WORK_EVENT_LOG","WORK_REQUEST_ID","DWM_WORK_REQUEST","WORK_REQUEST_ID","DWM_WORK_EVENT_LOG_FK"
"DWM_WORK_REQUEST","WORK_TYPE_CONFIG_ID","DWM_WORK_TYPE_CONFIG","WORK_TYPE_CONFIG_ID","WORK_TYPE_CONFIG_ID_FK"
"DWM_WORK_REQUEST_ERROR","WORK_REQUEST_ID","DWM_WORK_REQUEST","WORK_REQUEST_ID","WORK_REQUEST_ID_FK"
"DWM_WORK_TYPE_ACTOR_SYS_MAP","ACTOR_SYS_ID","DWM_ACTOR_SYSTEM","ACTOR_SYS_ID","ACTOR_SYS_ID_MAP_FK"
"DWM_WORK_TYPE_ACTOR_SYS_MAP","WORK_TYPE_CONFIG_ID","DWM_WORK_TYPE_CONFIG","WORK_TYPE_CONFIG_ID","WORK_TYPE_CONFIG_ID_MAP_FK"
"DYNAMIC_ROUTE_DETAIL","DYNAMIC_ROUTE_ID","DYNAMIC_ROUTE","DYNAMIC_ROUTE_ID","FK_DRTEDTL_DRTE"
"EC_CONSUMER_MSG_TYPE","EC_CONSUMER_ID","EC_CONSUMER","EC_CONSUMER_ID","FK_EC_CONSUMER_TO_MSG_TYPE"
"EC_MESSAGE_CONSUMER","EC_MESSAGE_ID","EC_MESSAGE","EC_MESSAGE_ID","FK_EC_MSG_CONSUMER_TO_MSG"
"EC_MESSAGE_CONSUMER","EC_CONSUMER_ID","EC_CONSUMER","EC_CONSUMER_ID","FK_EC_MSG_CONSUMER_TO_CONSUMER"
"ENGINE_INPUT_PARM","ENGINE_ID","WHSE_ENGINE_CONFIG","ENGINE_ID","FK_EIP_TO_ENGINE_CONFIG"
"ENGINE_OUTPUT_PARM","ENGINE_ID","WHSE_ENGINE_CONFIG","ENGINE_ID","FK_EOP_TO_ENGINE_CONFIG"
"EPI_END_OF_DAY_SERVICE_LEVEL","EOD_REQUEST_ID","EPI_END_OF_DAY","EOD_REQUEST_ID","FK1_EPI_EOD_SRVC_LVL"
"EQUIP_INST_SCHED_PLANNED","EQUIP_INST_SCHED_TYPE","EQUIP_INST_SCHED_TYPE","EQUIP_INST_SCHED_TYPE","EQUIP_INSTS_FK"
"ERROR_LOG_ARGS","ERROR_ID","ERROR_LOG","ERROR_ID","ERROR_LOGA_FK"
"EVENT_LOG","EVENT_CATEGORY","EVENT_CATEGORY","EVENT_CATEGORY","EVENT_LOG_FK2"
"EVENT_LOG","EVENT_SEVERITY","EVENT_SEVERITY","EVENT_SEVERITY","EVENT_LOG_FK1"
"EVENT_MESSAGE","CD_MASTER_ID","CD_MASTER","CD_MASTER_ID","FK_EVENTMSG_CDMASTER"
"EVENT_RULE_ATTRIB","EVENT_RULE_PARM_ID","EVENT_RULE_PARM","EVENT_RULE_PARM_ID","FK_EVENT_RULE_PARM_ID"
"EVENT_RULE_ATTRIB","RULE_COLM_LIST_ID","RULE_COLM_LIST","RULE_COLM_LIST_ID","FK_RULE_COLM_LIST_ID"
"EVENT_RULE_PARM","EVENT_PARM_ID","EVENT_PARM","EVENT_PARM_ID","FK_EVENTRULEPARM_EVENTPARM"
"EVENT_RULE_PARM","IV_EVENT","EVENT_PARM","EVENT_PARM_ID","FK_IV_EVENT"
"EVENT_RULE_PARM","RULE_HDR_ID","RULE_HDR","RULE_HDR_ID","FK_EVENTRULEPARM_RULEHDR2"
"EVENT_RULE_PARM","TASK_PARM_ID","TASK_PARM","TASK_PARM_ID","FK_EVENTRULEPARM_TASKPARM"
"EVENT_RULE_PARM","RULE_ID","RULE_HDR","RULE_ID","FK_EVENTRULEPARM_RULEHDR"
"EXCEPTIONS","WHSE_CODE","WHPREFS","WHSE_CODE","FK_EXCEP_TO_WHPREFS"
"EXTERNAL_RESOURCE","EXTERNAL_RESOURCE_TYPE","EXTERNAL_RESOURCE_TYPE","EXTERNAL_RESOURCE_TYPE","EXTERNAL_RESOURCE_FK"
"EXTERNAL_TRACKING_ORDERS","VENDOR_ID","TRACKING_VENDORS","VENDOR_ID","TRACKING_VENDOR_FK"
"EXTERNAL_TRACKING_ORDERS","SHIPMENT_ID","SHIPMENT","SHIPMENT_ID","SHIPMENT_EXT_ID_FK"
"E_ACT","LABOR_TYPE_ID","E_LABOR_TYPE_CODE","LABOR_TYPE_ID","FK_E_ACT_TO_E_LABOR_TYPE_CODE"
"E_ACT","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_E_ACT_TO_E_JOB_FUNC"
"E_ACT","VHCL_TYPE_ID","E_VHCL","VHCL_TYPE_ID","FK_E_ACT_TO_E_VHCL"
"E_ACT_ELM","ELM_ID","E_ELM","ELM_ID","FK_E_ACT_EL_E_ACT_ELM_E_ELM"
"E_ACT_ELM","ACT_ID","E_ACT","ACT_ID","FK_E_ACT_EL_E_ACT_ELM_E_ACT"
"E_ACT_ELM_CRIT","ELM_ID","E_ELM_CRIT","ELM_ID","FK_E_ACT_ELM_CRIT_TO_ELM_CRIT"
"E_ACT_ELM_CRIT","ACT_ID","E_ACT_ELM","ACT_ID","FK_E_ACT_ELM_CRIT_TO_ACT_ELM"
"E_ACT_ELM_CRIT","ACT_ID","E_ACT","ACT_ID","FK_E_ACT_ELM_CRIT_TO_ACT"
"E_ACT_ELM_CRIT","ELM_ID","E_ACT_ELM","ELM_ID","FK_E_ACT_ELM_CRIT_TO_ACT_ELM"
"E_ACT_ELM_CRIT","CRIT_ID","E_ELM_CRIT","CRIT_ID","FK_E_ACT_ELM_CRIT_TO_ELM_CRIT"
"E_ACT_ELM_CRIT","CRIT_VAL_ID","E_ELM_CRIT","CRIT_VAL_ID","FK_E_ACT_ELM_CRIT_TO_ELM_CRIT"
"E_ACT_ELM_FCT","ACT_ID","E_ACT_ELM","ACT_ID","FK_E_ACT_ELM_FCT_TO_ACT_ELM"
"E_ACT_ELM_FCT","ACT_ID","E_ACT","ACT_ID","FK_E_ACT_ELM_FCT_TO_ACT"
"E_ACT_ELM_FCT","ELM_ID","E_ELM_FCT","ELM_ID","FK_E_ACT_ELM_FCT_TO_ELM_FCT"
"E_ACT_ELM_FCT","FCT_ID","E_ELM_FCT","FCT_ID","FK_E_ACT_ELM_FCT_TO_ELM_FCT"
"E_ACT_ELM_FCT","ELM_ID","E_ACT_ELM","ELM_ID","FK_E_ACT_ELM_FCT_TO_ACT_ELM"
"E_ACT_ELM_FCT_CRIT","ELM_ID","E_ELM_FCT_CRIT","ELM_ID","FK_E_AEFC_TO_ELM_FCT_CRIT"
"E_ACT_ELM_FCT_CRIT","ACT_ID","E_ACT_ELM_FCT","ACT_ID","FK_E_AEFC_TO_ACT_ELM_FCT"
"E_ACT_ELM_FCT_CRIT","ACT_ID","E_ACT","ACT_ID","FK_E_ACT_ELM_FCT_CRIT_TO_ACT"
"E_ACT_ELM_FCT_CRIT","ELM_ID","E_ACT_ELM_FCT","ELM_ID","FK_E_AEFC_TO_ACT_ELM_FCT"
"E_ACT_ELM_FCT_CRIT","FCT_ID","E_ELM_FCT_CRIT","FCT_ID","FK_E_AEFC_TO_ELM_FCT_CRIT"
"E_ACT_ELM_FCT_CRIT","FCT_ID","E_ACT_ELM_FCT","FCT_ID","FK_E_AEFC_TO_ACT_ELM_FCT"
"E_ACT_ELM_FCT_CRIT","CRIT_ID","E_ELM_FCT_CRIT","CRIT_ID","FK_E_AEFC_TO_ELM_FCT_CRIT"
"E_ACT_ELM_FCT_CRIT","CRIT_VAL_ID","E_ELM_FCT_CRIT","CRIT_VAL_ID","FK_E_AEFC_TO_ELM_FCT_CRIT"
"E_ACT_ELM_PFD","ELM_ID","E_ELM_PFD","ELM_ID","FK_E_ACT_ELM_PFD_TO_ELM_PFD"
"E_ACT_ELM_PFD","ACT_ID","E_ACT_ELM","ACT_ID","FK_E_ACT_ELM_PFD_TO_ACT_ELM"
"E_ACT_ELM_PFD","PFD_ID","E_PFD_HDR","PFD_ID","FK_E_ACT_ELM_PFD_TO_PFD_HDR"
"E_ACT_ELM_PFD","ELM_ID","E_ACT_ELM","ELM_ID","FK_E_ACT_ELM_PFD_TO_ACT_ELM"
"E_ACT_ELM_PFD","PFD_ID","E_ELM_PFD","PFD_ID","FK_E_ACT_ELM_PFD_TO_ELM_PFD"
"E_ACT_HIST","LABOR_TYPE_ID","E_LABOR_TYPE_CODE","LABOR_TYPE_ID","FK_E_ACT_HIST_E_LABORTYPECODE"
"E_ASN_DTL","SHIPMENT_NBR","E_ASN_HDR","SHIPMENT_NBR","FK_E_ASN_DTL"
"E_AUD_LOG_FACTOR","AUD_ID","E_AUD_LOG","AUD_ID","FK_E_AUD_LOG_FACTOR_AUD_ID"
"E_AUD_LOG_TRVL","AUD_ID","E_AUD_LOG","AUD_ID","FK_E_AUD_LOG_AUD_ID"
"E_AUD_LOG_TRVL","VHCL_TYPE_ID","E_VHCL","VHCL_TYPE_ID","FK_E_AUD_LOG_TRVL_VHCL"
"E_AVG_ESP","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_E_AVG_ESP_E_JOBFUNC"
"E_AVG_HRLY_LABOR_COST_RATE","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_E_AVG_HRLY_LBR_TO_SHIFT"
"E_AVG_PICKING","ACT_ID","E_ACT","ACT_ID","FK_E_AVG_PICKING_TO_E_ACT"
"E_COND_ACCESS_DIST","VHCL_TYPE_ID","E_VHCL","VHCL_TYPE_ID","FK_E_COND_ACCESS_DIST_VHCL"
"E_CONSOL_PERF_SMRY","EMP_PERF_SMRY_ID","E_EMP_PERF_SMRY","EMP_PERF_SMRY_ID","FK_CONSOL_SMRY_TO_EMP_PERF"
"E_DYN_ACT_RULE","DYN_ACT_ID","E_DYN_ACT","DYN_ACT_ID","FK_E_DYN_ACT_RULE_TO_DYN_ACT"
"E_DYN_ACT_RULE_CONDITION","DYN_ACT_ID","E_DYN_ACT","DYN_ACT_ID","FK_DYN_ACT_RULE_CON_TO_DYN_ACT"
"E_DYN_ACT_RULE_CONDITION","DYN_ACT_ID","E_DYN_ACT_RULE","DYN_ACT_ID","FK_DYNACTRULECON_TO_DYNACTRULE"
"E_DYN_ACT_RULE_CONDITION","RULE_NBR","E_DYN_ACT_RULE","RULE_NBR","FK_DYNACTRULECON_TO_DYNACTRULE"
"E_ELM","MSRMNT_ID","E_MSRMNT","MSRMNT_ID","FK_E_ELM_TO_E_MSRMNT"
"E_ELM_CRIT","ELM_ID","E_ELM","ELM_ID","FK_E_ELM_CRIT_TO_E_ELM"
"E_ELM_CRIT","CRIT_ID","E_CRIT_VAL","CRIT_ID","FK_E_ELM_CRIT_TO_CRIT_VAL"
"E_ELM_CRIT","CRIT_VAL_ID","E_CRIT_VAL","CRIT_VAL_ID","FK_E_ELM_CRIT_TO_CRIT_VAL"
"E_ELM_FCT","FCT_ID","E_FCT","FCT_ID","FK_E_ELM_FCT_TO_FCT"
"E_ELM_FCT","ELM_ID","E_ELM","ELM_ID","FK_E_ELM_FCT_TO_ELM"
"E_ELM_FCT_CRIT","ELM_ID","E_ELM_FCT","ELM_ID","FK_E_ELM_FCT_CRIT_TO_ELM_FCT"
"E_ELM_FCT_CRIT","ELM_ID","E_ELM","ELM_ID","FK_E_ELM_FCT_CRIT_TO_ELM"
"E_ELM_FCT_CRIT","FCT_ID","E_FCT_CRIT","FCT_ID","FK_E_ELM_FCT_CRIT_TO_FCT_CRIT"
"E_ELM_FCT_CRIT","CRIT_ID","E_FCT_CRIT","CRIT_ID","FK_E_ELM_FCT_CRIT_TO_FCT_CRIT"
"E_ELM_FCT_CRIT","FCT_ID","E_ELM_FCT","FCT_ID","FK_E_ELM_FCT_CRIT_TO_ELM_FCT"
"E_ELM_FCT_CRIT","CRIT_VAL_ID","E_FCT_CRIT","CRIT_VAL_ID","FK_E_ELM_FCT_CRIT_TO_FCT_CRIT"
"E_ELM_HIST","MSRMNT_ID","E_MSRMNT","MSRMNT_ID","FK_E_ELM_HIST_TO_E_MSRMNT"
"E_ELM_PFD","PFD_ID","E_PFD_HDR","PFD_ID","FK_E_ELM_PFD_TO_PFD_HDR"
"E_ELM_PFD","ELM_ID","E_ELM","ELM_ID","FK_E_ELM_PFD_TO_ELM"
"E_ELS_LAP","ELS_VAL_ID","E_ELS_VALIDATE","ELS_VAL_ID","ELS_VAL_ID_FK"
"E_ELS_NOTES","ELS_VAL_ID","E_ELS_VALIDATE","ELS_VAL_ID","ELS_VAL_ID_FK1"
"E_EMP_ABSENT","PAY_TYPE_ID","E_PAY_TYPE","PAY_TYPE_ID","FK_E_EMP_ABSENT_E_PAY_TYPE"
"E_EMP_DTL","DEPT_ID","E_DEPT","DEPT_ID","FK_E_EMP_DT_E_EMP_DTL_E_DEPT"
"E_EMP_DTL","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_E_EMP_DT_E_EMP_DTL_E_SHIFT"
"E_EMP_DTL","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_E_EMP_DTL_TO_E_JOB_FUNC"
"E_EMP_DTL","EMP_STAT_ID","E_EMP_STAT_CODE","EMP_STAT_ID","FK_E_EMP_DT_E_EMP_DTL_E_EMP_ST"
"E_EMP_INC","INC_CODE_ID","E_INC_CODE","INC_CODE_ID","FK_E_EMP_INC_E_INC_CODE"
"E_EMP_INC_PAY","LABOR_TYPE_ID","E_LABOR_TYPE_CODE","LABOR_TYPE_ID","FK_E_EMP_INC_PAY_LABOR_TYP_CD"
"E_EMP_JF_WORK_DTL","EMP_JF_WORK_ID","E_EMP_JF_WORK","EMP_JF_WORK_ID","FK_EMP_JF_WORK_ID"
"E_EMP_JF_WORK_DTL","EMP_PERF_SMRY_ID","E_EMP_PERF_SMRY","EMP_PERF_SMRY_ID","FK_EMP_PERF_SMRY_ID"
"E_EMP_METRIC_DTL","METRIC_ID","E_EMP_METRIC_HDR","METRIC_ID","E_EMP_METRIC_DTL_FK"
"E_EMP_PAY","PAY_RATE_ID","E_PAY_RATE","PAY_RATE_ID","FK_E_EMP_PAY_E_PAY_RATE"
"E_EMP_PAY_OVERRIDE","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_E_EMP_PAY_OVERRIDE_E_JF"
"E_EMP_PAY_OVERRIDE","PAY_SCALE_ID","E_PAY_SCALE","PAY_SCALE_ID","FK_E_EMP_PAY_OVRIDE_E_PAY_SC"
"E_EMP_PAY_OVERRIDE","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_E_EMP_PAY_OVERRIDE_E_SHIFT"
"E_EMP_PERF_GOAL","ACT_ID","E_ACT","ACT_ID","FK_E_EMP_PE_E_EMP_PRF_E_ACT"
"E_EMP_PERF_SMRY","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_E_EMP_PERF_SMRY_TO_SHIFT"
"E_EMP_PERF_SMRY","EMP_STAT_CODE","E_EMP_STAT_CODE","EMP_STAT_CODE","FK_E_EMP_PERF_SMRY_TO_EMP_SC"
"E_EMP_PERF_SMRY","WHSE","E_DEPT","WHSE","FK_E_EMP_PERF_SMRY_TO_DEPT"
"E_EMP_PERF_SMRY","DEPT_CODE","E_DEPT","DEPT_CODE","FK_E_EMP_PERF_SMRY_TO_DEPT"
"E_EMP_SAFE","SAFE_CODE_ID","E_SAFE_CODE","SAFE_CODE_ID","FK_EMP_SAFE_TO_SAFE_CODE"
"E_EMP_TRAIN_OVERRIDE","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_EMP_TRAIN_OVERRIDE_E_JF"
"E_EVNT_SMRY_ELM_DTL","ELS_TRAN_ID","E_EVNT_SMRY_HDR","ELS_TRAN_ID","FK_SMRY_ELM_DTL_TO_SMRY_HDR"
"E_EVNT_SMRY_HDR","PROC_ZONE_ID","E_PROC_ZONE","PROC_ZONE_ID","FK_E_EVNT_SMRY_DHR_TO_PZONE"
"E_EVNT_SMRY_HDR","WHSE","E_DEPT","WHSE","FK_E_EVNT_SMRY_HDR_TO_DEPT"
"E_EVNT_SMRY_HDR","EMP_PERF_SMRY_ID","E_EMP_PERF_SMRY","EMP_PERF_SMRY_ID","FK_EVNT_SMRY_TO_EMP_PERF"
"E_EVNT_SMRY_HDR","EVNT_STAT_CODE","E_EVNT_STAT_CODE","EVNT_STAT_CODE","FK_E_EVNT_SMRY_HDR_TO_EVNT_SC"
"E_EVNT_SMRY_HDR","ACT_ID","E_ACT","ACT_ID","FK_E_EVNT_SMRY_HDR_TO_ACT"
"E_EVNT_SMRY_HDR","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_EVNT_SMRY_HDR_TO_E_JOB_FUNC"
"E_EVNT_SMRY_HDR","LABOR_TYPE_ID","E_LABOR_TYPE_CODE","LABOR_TYPE_ID","FK_E_EVNT_SMRY_HDR_TO_LT"
"E_EVNT_SMRY_HDR","DEPT_CODE","E_DEPT","DEPT_CODE","FK_E_EVNT_SMRY_HDR_TO_DEPT"
"E_EVNT_TEMPL_ACT","TEMPL_ID","E_EVNT_TEMPL_HDR","TEMPL_ID","FK_E_EVNT_TEMPL_ACT_E_EVNT_TH"
"E_EVNT_TEMPL_ACT","ACT_ID","E_ACT","ACT_ID","FK_E_EVNT_TEMPL_ACT_E_ACT"
"E_EVNT_TEMPL_UOM","MSRMNT_ID","E_MSRMNT","MSRMNT_ID","FK_E_EVNT_TEMPL_UOM_E_MSRMNT"
"E_EVNT_TEMPL_UOM","ACT_ID","E_ACT","ACT_ID","FK_E_EVNT_TEMPL_UOM_E_ACT"
"E_EVNT_TEMPL_UOM","TEMPL_ID","E_EVNT_TEMPL_HDR","TEMPL_ID","FK_E_EVNT_TEMPL_UOM_E_EVNT_TEM"
"E_FCT_CRIT","FCT_ID","E_FCT","FCT_ID","FK_E_FCT_CRIT_TO_FCT"
"E_FCT_CRIT","CRIT_ID","E_CRIT_VAL","CRIT_ID","FK_E_FCT_CRIT_TO_FCT_CRIT"
"E_FCT_CRIT","CRIT_VAL_ID","E_CRIT_VAL","CRIT_VAL_ID","FK_E_FCT_CRIT_TO_FCT_CRIT"
"E_FORECAST_PROC_ZONE","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_FCPZ_TO_E_JOBFUNC"
"E_FORECAST_PROC_ZONE","TEMPLATE_ID","E_FORECAST_TEMPLATE","TEMPLATE_ID","FK_FCPZ_TO_TEMPL_ID"
"E_FORECAST_PROC_ZONE","MSRMNT_ID","E_MSRMNT","MSRMNT_ID","FK_FCPZ_TO_E_MSRMNT"
"E_FORECAST_PROC_ZONE_DTL","PROC_ZONE_ID","E_PROC_ZONE","PROC_ZONE_ID","FK_FOREPZ_2_EPROCZONE"
"E_FORECAST_PROC_ZONE_DTL","FORECAST_PROC_ZONE_ID","E_FORECAST_PROC_ZONE","FORECAST_PROC_ZONE_ID","FK_FOREPZ_2_FOREPZDTL"
"E_FORECAST_RESULT_DTL","PROC_ZONE_ID","E_PROC_ZONE","PROC_ZONE_ID","FK_FRD_TO_EPROCZONE"
"E_FORECAST_RESULT_DTL","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_FRD_TO_E_JOBFUNC"
"E_FORECAST_RESULT_DTL","FORECAST_RESULT_HDR_ID","E_FORECAST_RESULT_HDR","FORECAST_RESULT_HDR_ID","FK_FORERES_2_FORERESDTL"
"E_FORECAST_RESULT_DTL","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_FRD_TO_SHIFT"
"E_FORECAST_RESULT_HDR","TEMPLATE_ID","E_FORECAST_TEMPLATE","TEMPLATE_ID","FK_FRH_TO_TEMPL_ID"
"E_FORECAST_TEMPLATE","WORKFLOW_ID","E_FORECAST_WORKFLOW","WORKFLOW_ID","FK_E_FORE_TEMPL_TO_WRK_FLW"
"E_FORECAST_TEMPLATE","HIST_TEMPL_ID","E_HIST_TEMPL","HIST_TEMPL_ID","FK_E_FORE_TEMPL_TO_HIST_TMPL"
"E_FORECAST_TEMPLATE_DAYS","TEMPLATE_ID","E_FORECAST_TEMPLATE","TEMPLATE_ID","FK_FORETEMPLDAYS_TO_FORETEMPL"
"E_FORECAST_TEMPLATE_SHIFTS","HIST_SHIFT_ID","E_SHIFT","SHIFT_ID","FK_FORETEMPLSHIFT_TO_ESHIFT"
"E_FORECAST_TEMPLATE_SHIFTS","FORECAST_SHIFT_ID","E_SHIFT","SHIFT_ID","FK_FORETEMPLSHIFT_TO_ESHIFT1"
"E_FORECAST_TEMPLATE_SHIFTS","TEMPLATE_ID","E_FORECAST_TEMPLATE","TEMPLATE_ID","FK_FORETEMPLSFT_TO_FORETEMPL"
"E_FORECAST_WORKFLOW_DTL","HIST_JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_FCAST_WF_DTL_TO_HIST_JF_ID"
"E_FORECAST_WORKFLOW_DTL","MSRMNT_ID","E_MSRMNT","MSRMNT_ID","FK_FCAST_WF_DTL_TO_MSRMNT_ID"
"E_FORECAST_WORKFLOW_DTL","ACT_ID","E_ACT","ACT_ID","FK_FCAST_WF_DTL_TO_HIST_ACT_ID"
"E_FORECAST_WORKFLOW_DTL","WORKFLOW_ID","E_FORECAST_WORKFLOW","WORKFLOW_ID","FK_FCAST_WF_DTL_TO_WFLOW_ID"
"E_HIST_TEMPL_DATES","HIST_TEMPL_ID","E_HIST_TEMPL","HIST_TEMPL_ID","FK_HIST_TEMPL_DTS_TO_HST_TEMP"
"E_HIST_TEMPL_DAY","HIST_TEMPL_ID","E_HIST_TEMPL","HIST_TEMPL_ID","FK_HIST_TEMPL_DAY_TO_HIST_TEMP"
"E_HIST_TEMPL_SHIFT","HIST_TEMPL_ID","E_HIST_TEMPL","HIST_TEMPL_ID","FK_HIST_TEMPL_ID_TO_HIST_TEMPL"
"E_HIST_TEMPL_SHIFT","SHIFT_ID","E_SHIFT","SHIFT_ID","FK_HIST_TEMPL_SHFT_ID_TO_SHIFT"
"E_INC_CODE","DUR_ID","E_PAY_DUR","DUR_ID","FK_E_INC_CODE_TO_E_PAY_DUR"
"E_INC_CODE_JF","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_E_INC_CODE_JF_E_JOB_FUNCTIO"
"E_INC_CODE_JF","INC_CODE_ID","E_INC_CODE","INC_CODE_ID","FK_E_INC_CODE_JF_E_INC_CODE"
"E_INC_CODE_LAB_TYPE","LABOR_TYPE_CODE","E_LABOR_TYPE_CODE","LABOR_TYPE_CODE","FK_LABOR_TYPE_CODE"
"E_INC_CODE_LAB_TYPE","INC_CODE_ID","E_INC_CODE","INC_CODE_ID","FK_E_INC_CODE"
"E_INC_CODE_RULE","INC_CODE_ID","E_INC_CODE","INC_CODE_ID","FK_E_INC_CODE_RULE_E_INC_CODE"
"E_INTERM_EMP_PAY","PAY_RATE_ID","E_PAY_RATE","PAY_RATE_ID","FK_E_INTERM_EMP_PAY_TO_PAY_RAT"
"E_JOB_FUNCTION","PROC_ZONE_TEMPL_ID","E_PROC_ZONE_TEMPL","PROC_ZONE_TEMPL_ID","FK_E_JOB_FUNCTION_TO_P_ZONE"
"E_JOB_FUNCTION","DFLT_PROC_ZONE_ID","E_PROC_ZONE","PROC_ZONE_ID","FK_E_JOB_FUNCTION_TO_PROC_ZONE"
"E_JOB_FUNC_PERF_GOAL","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_JOB_FUNCTION_ID"
"E_JOB_FUNC_QA_REASON","QA_REASON_ID","E_QA_REASON","QA_REASON_ID","FK_E_JOB_FUNC_QA_REASON_TO_QA_"
"E_JOB_FUNC_QA_REASON","JOB_FUNC_ID","E_JOB_FUNCTION","JOB_FUNC_ID","FK_E_JOB_FUNC_QA_REASON_TO_JOB"
"E_METRIC_CONFIGURATION","CONSOLIDATED_IMPLEMENTATION_ID","E_METRIC_IMPLEMENTATION","METRIC_IMPLEMENTATION_ID","FK1_E_METRIC_CONFIGURATION"
"E_METRIC_CONFIGURATION","TOP_FIVE_IMPLEMENATION_ID","E_METRIC_IMPLEMENTATION","METRIC_IMPLEMENTATION_ID","FK4_E_METRIC_CONFIGURATION"
"E_METRIC_CONFIGURATION","ADDNL_METRIC_IMPLEMENTATION_ID","E_METRIC_IMPLEMENTATION","METRIC_IMPLEMENTATION_ID","FK3_E_METRIC_CONFIGURATION"
"E_METRIC_CONFIGURATION","DETAIL_IMPLEMENTATION_ID","E_METRIC_IMPLEMENTATION","METRIC_IMPLEMENTATION_ID","FK2_E_METRIC_CONFIGURATION"
"E_MSRMNT_RULE","MSRMNT_ID","E_MSRMNT","MSRMNT_ID","FK_E_MSRMNT_RULE_E_MSRMNT"
"E_MSRMNT_RULE_CALC","MSRMNT_ID","E_MSRMNT_RULE","MSRMNT_ID","FK_UOM_RULE_CLAC_UOM_RULE"
